# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.267837 -----------------
#dely    BF
0.050  0.4316  0.0026
0.150  0.3831  0.0024
0.250  0.3470  0.0023
0.350  0.3069  0.0022
0.450  0.2748  0.0021
0.550  0.2130  0.0017
0.650  0.1830  0.0016
0.750  0.1474  0.0014
0.850  0.1209  0.0013
0.950  0.0788  0.0009
1.050  0.0661  0.0009
1.150  0.0492  0.0008
1.250  0.0313  0.0006
1.350  0.0190  0.0004
1.450  0.0156  0.0004
1.550  0.0080  0.0002
1.650  0.0030  0.0001
1.750 -0.0003 -0.0000
