# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.217228 -----------------
#dely    BF
0.050  0.3475  0.0024
0.150  0.3211  0.0023
0.250  0.2735  0.0021
0.350  0.2767  0.0022
0.450  0.2332  0.0019
0.550  0.1781  0.0016
0.650  0.1595  0.0015
0.750  0.1029  0.0011
0.850  0.0930  0.0010
0.950  0.0697  0.0008
1.050  0.0427  0.0006
1.150  0.0371  0.0006
1.250  0.0158  0.0003
1.350  0.0120  0.0002
1.450  0.0042  0.0001
1.550  0.0054  0.0001
1.650  0.0011  0.0000
1.750 -0.0011 -0.0001
