# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=-0.216483 -----------------
#dely    BF
0.050 -0.5966 -0.0037
0.150 -0.5572 -0.0035
0.250 -0.4905 -0.0033
0.350 -0.3896 -0.0028
0.450 -0.3675 -0.0028
0.550 -0.1713 -0.0014
0.650 -0.0543 -0.0005
0.750  0.0090  0.0001
0.850  0.0251  0.0003
0.950  0.0376  0.0005
1.050  0.0441  0.0006
1.150  0.1128  0.0018
1.250  0.0884  0.0016
1.350  0.0333  0.0007
1.450  0.0583  0.0014
1.550  0.0351  0.0010
1.650  0.0051  0.0002
1.750  0.0133  0.0010
