# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00160106 -----------------
#dely    BF
0.050 -0.0240 -0.0018
0.150 -0.0157 -0.0013
0.250 -0.0279 -0.0022
0.350 -0.0071 -0.0006
0.450  0.0025  0.0003
0.550 -0.0029 -0.0003
0.650  0.0169  0.0022
0.750  0.0139  0.0019
0.850 -0.0018 -0.0003
0.950  0.0056  0.0010
1.050  0.0158  0.0034
1.150  0.0058  0.0018
1.250  0.0028  0.0011
1.350  0.0001  0.0000
1.450  0.0000  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
