# ICODE=2212, JCODE=-2212
# SIGMA_QGP=1.1192, SIGMA_HAD=0.502633
# NSAMPLE=10000000, Tblast=83.3147, UPERPblast(x,y)=(0.7047,0.7047)
# SOVERUD=0.8231, QUARK_ENTROPY_RATIO=0.2026, BARYON_FUDGE=0.7535
# ------- normalization=0.075265 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.1103  0.0014  0.1489 -0.0385  0.0000
0.150  0.1109  0.0015  0.1468 -0.0360  0.0000
0.250  0.1017  0.0015  0.1325 -0.0307  0.0000
0.350  0.0879  0.0014  0.1128 -0.0249  0.0000
0.450  0.0788  0.0014  0.0992 -0.0204  0.0000
0.550  0.0661  0.0013  0.0815 -0.0153  0.0000
0.650  0.0555  0.0013  0.0658 -0.0104  0.0000
0.750  0.0458  0.0012  0.0530 -0.0072  0.0000
0.850  0.0360  0.0012  0.0409 -0.0049  0.0000
0.950  0.0286  0.0011  0.0313 -0.0026  0.0000
1.050  0.0161  0.0009  0.0176 -0.0015  0.0000
1.150  0.0092  0.0007  0.0098 -0.0005  0.0000
1.250  0.0035  0.0004  0.0037 -0.0003  0.0000
1.350  0.0017  0.0003  0.0017 -0.0000  0.0000
1.450  0.0005  0.0002  0.0005  0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
