# ICODE=321, JCODE=-2212
# SIGMA_QGP=1.1192, SIGMA_HAD=0.502633
# NSAMPLE=10000000, Tblast=83.3147, UPERPblast(x,y)=(0.7047,0.7047)
# SOVERUD=0.8231, QUARK_ENTROPY_RATIO=0.2026, BARYON_FUDGE=0.7535
# ------- normalization=0.0151888 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0350  0.0003 -0.0254  0.0497  0.0107
0.150  0.0320  0.0003 -0.0237  0.0468  0.0089
0.250  0.0287  0.0003 -0.0207  0.0412  0.0082
0.350  0.0235  0.0002 -0.0183  0.0348  0.0070
0.450  0.0163  0.0002 -0.0162  0.0274  0.0051
0.550  0.0099  0.0001 -0.0140  0.0209  0.0030
0.650  0.0058  0.0001 -0.0116  0.0154  0.0019
0.750  0.0031  0.0000 -0.0091  0.0111  0.0012
0.850  0.0009  0.0000 -0.0070  0.0072  0.0008
0.950 -0.0008 -0.0000 -0.0053  0.0042  0.0003
1.050 -0.0005 -0.0000 -0.0031  0.0023  0.0002
1.150 -0.0010 -0.0000 -0.0021  0.0011  0.0000
1.250 -0.0005 -0.0000 -0.0010  0.0005  0.0000
1.350 -0.0003 -0.0000 -0.0005  0.0002  0.0000
1.450 -0.0001 -0.0000 -0.0001  0.0000  0.0000
1.550 -0.0000 -0.0000 -0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
