# ICODE=211, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0559727 -----------------
#dely    BF
0.050 -0.1138 -0.0045
0.150 -0.2551 -0.0098
0.250  0.1822  0.0075
0.350 -0.2751 -0.0121
0.450 -0.0616 -0.0029
0.550 -0.3011 -0.0165
0.650 -0.0116 -0.0007
0.750 -0.0392 -0.0025
0.850  0.1237  0.0082
0.950  0.0464  0.0039
1.050 -0.1080 -0.0096
1.150  0.1400  0.0151
1.250 -0.0605 -0.0078
1.350  0.1638  0.0240
1.450  0.0154  0.0033
1.550 -0.0051 -0.0023
1.650  0.0000  0.0000
1.750  0.0000  0.0000
