# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.34016 -----------------
#dely    BF
0.050 -0.7251 -0.0563
0.150 -0.7462 -0.0640
0.250 -0.6614 -0.0609
0.350 -0.5188 -0.0482
0.450 -0.2836 -0.0308
0.550 -0.2977 -0.0316
0.650 -0.1465 -0.0189
0.750 -0.0444 -0.0069
0.850 -0.0292 -0.0049
0.950  0.0151  0.0030
1.050 -0.0004 -0.0001
1.150  0.0040  0.0015
1.250  0.0231  0.0087
1.350  0.0080  0.0040
1.450  0.0015  0.0015
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
