# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.136788 -----------------
#dely    BF    dB     BFVar
0.050  0.3731  0.0030  0.0148
0.150  0.3217  0.0027  0.0202
0.250  0.2195  0.0020  0.0105
0.350  0.1641  0.0017  0.0050
0.450  0.1094  0.0013  0.0127
0.550  0.0726  0.0010  0.0096
0.650  0.0480  0.0008  0.0023
0.750  0.0295  0.0006  0.0045
0.850  0.0143  0.0003  0.0014
0.950  0.0088  0.0003  0.0014
1.050  0.0040  0.0001  0.0004
1.150  0.0018  0.0001  0.0003
1.250  0.0007  0.0000  0.0060
1.350  0.0003  0.0000  0.0001
1.450  0.0000  0.0000  0.0001
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
