# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=-0.201388 -----------------
#dely    BF
0.050 -0.6419 -0.0050
0.150 -0.4689 -0.0038
0.250 -0.3941 -0.0033
0.350 -0.4056 -0.0036
0.450 -0.2386 -0.0023
0.550 -0.1641 -0.0017
0.650 -0.0845 -0.0009
0.750 -0.0051 -0.0001
0.850  0.0256  0.0003
0.950  0.0730  0.0011
1.050  0.0440  0.0007
1.150  0.0408  0.0008
1.250  0.0504  0.0011
1.350  0.0540  0.0014
1.450  0.0585  0.0020
1.550  0.0288  0.0013
1.650  0.0121  0.0009
1.750  0.0017  0.0004
