# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.253597 -----------------
#dely    BF    dB     BFVar
0.050  0.3466  0.0002  0.0043
0.150  0.3271  0.0002  0.0027
0.250  0.3033  0.0002  0.0038
0.350  0.2759  0.0002  0.0028
0.450  0.2480  0.0002  0.0025
0.550  0.2185  0.0002  0.0013
0.650  0.1880  0.0002  0.0022
0.750  0.1580  0.0002  0.0016
0.850  0.1300  0.0001  0.0025
0.950  0.1029  0.0001  0.0017
1.050  0.0798  0.0001  0.0010
1.150  0.0590  0.0001  0.0021
1.250  0.0421  0.0001  0.0009
1.350  0.0283  0.0001  0.0004
1.450  0.0171  0.0000  0.0005
1.550  0.0086  0.0000  0.0003
1.650  0.0026  0.0000  0.0001
1.750  0.0002  0.0000  0.0000
