'InvCoshPar_uu_width','InvCoshPar_ud_width','InvCoshPar_us_width','InvCoshPar_ss_width'
0.261012,0.729656,0.964188,0.902127
0.278501,0.731235,0.963672,0.917622
0.281673,0.758179,0.982218,0.906126
0.276059,0.775973,0.990187,0.953947
0.303197,0.802442,0.984345,0.991762
0.303197,0.802442,0.984345,0.991762
0.299355,0.7941,0.98741,0.991272
0.300443,0.768316,0.990349,0.97464
0.295183,0.772852,0.988132,0.927384
0.263981,0.76391,0.964416,0.909626
0.28181,0.760364,0.968927,0.890423
0.276843,0.723196,0.963664,0.896745
0.274255,0.724254,0.969424,0.883507
0.257598,0.700867,0.956214,0.847001
0.261973,0.713887,0.989457,0.884575
0.261973,0.713887,0.989457,0.884575
0.270804,0.71464,0.973885,0.886215
0.25174,0.69708,0.97967,0.891857
0.27095,0.674843,0.990805,0.890526
0.261002,0.690283,0.992487,0.889519
0.261002,0.690283,0.992487,0.889519
0.243004,0.681486,0.998493,0.877559
0.243004,0.681486,0.998493,0.877559
0.250159,0.672403,0.99282,0.872914
0.253066,0.660145,0.992465,0.895563
0.277497,0.655652,0.947014,0.878577
0.277593,0.639168,0.934893,0.884677
0.267236,0.658628,0.918549,0.885909
0.268088,0.66243,0.971376,0.954987
0.279337,0.665757,0.974633,0.960711
0.288706,0.689205,0.925105,0.989682
0.303297,0.69126,0.914058,0.996377
0.304139,0.719183,0.94184,0.98458
0.29646,0.712875,0.924606,0.985284
0.298087,0.720145,0.913365,0.983984
0.292833,0.736548,0.912919,0.997348
0.319434,0.746931,0.903596,0.987835
0.331543,0.755892,0.905112,0.98894
0.331543,0.755892,0.905112,0.98894
0.301659,0.755831,0.912643,0.977525
0.331211,0.74746,0.855568,0.999333
0.361038,0.727597,0.799058,0.996412
0.361038,0.727597,0.799058,0.996412
0.329956,0.705329,0.830072,0.955941
0.324622,0.695035,0.803551,0.957332
0.345689,0.704562,0.790955,0.955628
0.34301,0.724893,0.791404,0.937467
0.346008,0.739352,0.799719,0.938385
0.331799,0.757171,0.824576,0.929405
0.336394,0.771951,0.813737,0.915159
0.335689,0.743871,0.816497,0.895191
0.31926,0.752801,0.819441,0.874618
0.334267,0.755186,0.818393,0.885895
0.345575,0.771834,0.786781,0.882641
0.348372,0.804087,0.797438,0.869971
0.365054,0.80211,0.782089,0.888145
0.367378,0.803833,0.791294,0.892329
0.353603,0.814074,0.779264,0.869014
0.395262,0.843857,0.798976,0.897315
0.380868,0.821008,0.791719,0.923152
0.386009,0.83698,0.79746,0.936556
0.363256,0.826084,0.795764,0.930961
0.364,0.831073,0.802879,0.92489
0.371359,0.835962,0.810068,0.959762
0.369133,0.823407,0.808719,0.970398
0.387396,0.846204,0.783977,0.979641
0.387396,0.846204,0.783977,0.979641
0.375823,0.837054,0.802155,0.97619
0.344729,0.870971,0.836603,0.977249
0.356884,0.844287,0.842701,0.996783
0.336944,0.852738,0.869997,0.968319
0.332456,0.84032,0.861707,0.983221
0.332425,0.840883,0.874612,0.966932
0.344987,0.853606,0.91843,0.998726
0.344987,0.853606,0.91843,0.998726
0.323846,0.838372,0.89732,0.968245
0.331451,0.826494,0.893992,0.959631
0.331951,0.832716,0.89891,0.945957
0.327671,0.849284,0.873986,0.95181
0.303548,0.844706,0.917303,0.961822
0.315997,0.860387,0.914898,0.918298
0.287813,0.841907,0.925399,0.869204
0.317873,0.874717,0.928417,0.865454
0.309504,0.861472,0.938416,0.87855
0.324436,0.872027,0.951451,0.867965
0.329291,0.892031,0.993852,0.915412
0.310072,0.910499,0.954814,0.927683
0.327788,0.918417,0.947078,0.943392
0.321556,0.929859,0.977409,0.978316
0.317884,0.941219,0.98162,0.95714
0.317906,0.921574,0.988184,0.904903
0.31717,0.92542,0.966339,0.926088
0.348212,0.945783,0.948407,0.96556
0.344282,0.93044,0.94733,0.955827
0.34825,0.923557,0.929113,0.967041
0.349417,0.913988,0.906404,0.973067
0.337361,0.893635,0.889289,0.984612
0.339007,0.882209,0.884431,0.997598
0.334183,0.863827,0.908492,0.999283
0.325831,0.846961,0.913575,0.990332
0.364979,0.888228,0.878801,0.974214
0.358517,0.900893,0.89007,0.988046
0.339685,0.882034,0.871807,0.977556
0.345027,0.888638,0.878611,0.949737
0.354563,0.871941,0.857793,0.948818
0.346618,0.860303,0.877291,0.942162
0.34949,0.871401,0.884645,0.906702
0.329346,0.871905,0.891248,0.887008
0.339491,0.890921,0.878337,0.939177
0.370049,0.902956,0.89559,0.95339
0.344163,0.89239,0.896457,0.980286
0.339651,0.876152,0.913458,0.998525
0.339651,0.876152,0.913458,0.998525
0.35041,0.903924,0.929549,0.962336
0.321891,0.931654,0.917446,0.968217
0.339269,0.932545,0.926849,0.983388
0.345039,0.919006,0.912593,0.961142
0.355639,0.9352,0.92274,0.977645
0.3496,0.946089,0.940709,0.986138
0.3524,0.948426,0.943634,0.98797
0.345956,0.961181,0.96997,0.957865
0.346488,0.967921,0.969737,0.966064
0.358184,0.961884,0.975217,0.948924
0.372117,0.974618,0.936041,0.959685
0.368035,0.979619,0.910586,0.949282
0.352653,0.96583,0.94756,0.946363
0.342678,0.949116,0.940869,0.936179
0.309162,0.944861,0.99065,0.973844
0.293654,0.927096,0.985733,0.909598
0.293654,0.927096,0.985733,0.909598
0.312858,0.938514,0.998758,0.961062
0.34214,0.937421,0.986185,0.953996
0.326366,0.953627,0.995108,0.942397
0.308662,0.916954,0.984026,0.935589
0.328312,0.919398,0.960438,0.917909
0.314667,0.92795,0.975744,0.90633
0.308954,0.922853,0.981597,0.896713
0.298474,0.908509,0.999765,0.893814
0.298474,0.908509,0.999765,0.893814
0.321829,0.91842,0.940512,0.900806
0.335715,0.898272,0.928687,0.923798
0.325062,0.924657,0.946442,0.922598
0.314899,0.929717,0.949685,0.918716
0.33471,0.935208,0.9737,0.923718
0.314093,0.948149,0.982398,0.924973
0.304982,0.917325,0.990981,0.93126
0.322712,0.919639,0.999221,0.948534
0.329623,0.947264,0.995599,0.966569
0.351114,0.961261,0.956092,0.992373
0.35282,0.98707,0.962199,0.97601
0.385307,0.996906,0.958859,0.964974
0.380717,0.999324,0.974176,0.957597
0.360548,0.982241,0.941415,0.946433
0.366619,0.980518,0.934796,0.95507
0.355071,0.988269,0.913875,0.943909
0.367581,0.986097,0.946997,0.9636
0.354479,0.965013,0.941221,0.961408
0.351865,0.956531,0.953047,0.968299
0.366052,0.934112,0.916215,0.939271
0.347607,0.905647,0.911035,0.975536
0.383534,0.933968,0.883089,0.964735
0.35565,0.934971,0.910457,0.94413
0.344044,0.935337,0.901818,0.928727
0.315392,0.941329,0.943109,0.941396
0.343029,0.988559,0.976227,0.941751
0.357716,0.997838,0.984266,0.934436
0.358283,0.994108,0.987097,0.985392
0.358283,0.994108,0.987097,0.985392
0.371867,0.974533,0.973042,0.983106
0.367829,0.991347,0.98756,0.978038
0.36378,0.984337,0.988479,0.959553
0.353763,0.974296,0.970421,0.97207
0.342311,0.995147,0.996256,0.943594
0.342311,0.995147,0.996256,0.943594
0.342311,0.995147,0.996256,0.943594
0.354632,0.982829,0.97703,0.938803
0.342816,0.947176,0.955514,0.944986
0.329276,0.911617,0.98234,0.938626
0.34848,0.945157,0.945831,0.937354
0.347318,0.928467,0.923903,0.917673
0.346558,0.921504,0.922102,0.941144
0.319078,0.908583,0.953587,0.900548
0.326901,0.949266,0.947069,0.888824
0.337635,0.955712,0.963798,0.885787
0.364203,0.971633,0.958867,0.906229
0.354624,0.954272,0.941431,0.923788
0.367596,0.958529,0.893898,0.95948
0.384065,0.956923,0.89703,0.951259
0.376227,0.951056,0.888475,0.956632
0.372721,0.971776,0.873803,0.956999
0.378643,0.990529,0.874198,0.93104
0.398073,0.984841,0.881753,0.95106
0.383242,0.98192,0.884419,0.96047
0.387958,0.964883,0.877246,0.943479
0.406121,0.998221,0.900791,0.91306
0.384667,0.994992,0.913123,0.9114
0.384667,0.994992,0.913123,0.9114
0.384489,0.998499,0.902506,0.917589
0.376253,0.990896,0.911302,0.91632
0.361584,0.985653,0.92311,0.92228
0.350245,0.965552,0.936988,0.918307
0.327812,0.919817,0.957817,0.920854
0.308177,0.926493,0.997993,0.896294
0.317606,0.927242,0.99002,0.905585
0.315526,0.937706,0.98967,0.910066
0.311165,0.927749,0.993572,0.900672
0.333491,0.941605,0.97911,0.939624
0.342078,0.946211,0.945484,0.924933
0.335079,0.953725,0.973964,0.968561
0.31322,0.951348,0.975894,0.959137
0.316481,0.924924,0.990176,0.935654
0.316481,0.924924,0.990176,0.935654
