0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
0.016 0.99964 0.999942 0.999966 0.999961 0.999716 0.999955 0.999962 0.999956 0.999722 0.999948 0.999961 0.999964 0.999734 0.999945 0.99996 0.999968 0.999665 0.999949 0.999964 0.999964 0.999776 0.999964 0.999965 0.999967 0.999679 0.999934 0.999961 0.999959 0.999692 0.999959 0.999968 0.999962 0.999731 0.999954 0.999961 0.999958 0.999689 0.999946 0.999967 0.999967 
0.032 0.99856 0.999768 0.999863 0.999844 0.998866 0.999822 0.99985 0.999823 0.99889 0.999793 0.999846 0.999855 0.998936 0.999781 0.999841 0.999871 0.99866 0.999797 0.999858 0.999856 0.999105 0.999856 0.999859 0.999867 0.998716 0.999735 0.999843 0.999836 0.998769 0.999835 0.999871 0.999846 0.998925 0.999817 0.999845 0.999832 0.998758 0.999784 0.999868 0.999868 
0.048 0.996765 0.999479 0.999691 0.99965 0.997451 0.999599 0.999662 0.999603 0.997506 0.999534 0.999652 0.999674 0.997608 0.999508 0.999642 0.999711 0.99699 0.999543 0.99968 0.999675 0.997989 0.999675 0.999684 0.9997 0.997115 0.999403 0.999646 0.999632 0.997234 0.999629 0.99971 0.999654 0.997583 0.999588 0.999651 0.999623 0.997209 0.999515 0.999704 0.999704 
0.064 0.994261 0.999074 0.999452 0.999378 0.995476 0.999287 0.999399 0.999294 0.995573 0.999172 0.999382 0.999421 0.995754 0.999126 0.999364 0.999486 0.994659 0.999188 0.999432 0.999423 0.99643 0.999422 0.999438 0.999467 0.994881 0.998939 0.99937 0.999345 0.995092 0.999341 0.999485 0.999386 0.99571 0.999267 0.999379 0.999329 0.995048 0.999138 0.999474 0.999474 
0.08 0.991056 0.998553 0.999143 0.999028 0.992946 0.998886 0.999061 0.998897 0.993097 0.998707 0.999035 0.999095 0.993378 0.998635 0.999007 0.999197 0.991675 0.998732 0.999113 0.999098 0.994431 0.999098 0.999122 0.999167 0.99202 0.998343 0.999017 0.998977 0.992349 0.998971 0.999195 0.99904 0.993311 0.998855 0.999031 0.998953 0.99228 0.998653 0.999178 0.999178 
0.096 0.987163 0.997918 0.998767 0.998601 0.989868 0.998397 0.998648 0.998413 0.990085 0.998139 0.998611 0.998698 0.990488 0.998036 0.99857 0.998844 0.988048 0.998175 0.998723 0.998702 0.991996 0.998701 0.998736 0.998801 0.988543 0.997616 0.998584 0.998528 0.989014 0.998518 0.998841 0.998618 0.990392 0.998353 0.998605 0.998492 0.988915 0.998061 0.998817 0.998816 
0.112 0.982595 0.997168 0.998322 0.998097 0.986251 0.997819 0.998161 0.99784 0.986545 0.997468 0.99811 0.998228 0.98709 0.997328 0.998055 0.998427 0.983791 0.997518 0.998262 0.998233 0.989132 0.998232 0.998281 0.998369 0.984459 0.996757 0.998074 0.997997 0.985096 0.997984 0.998423 0.99812 0.98696 0.997759 0.998101 0.997949 0.984962 0.997363 0.99839 0.998389 
0.128 0.977367 0.996303 0.997809 0.997516 0.982105 0.997153 0.997599 0.997181 0.982486 0.996695 0.997533 0.997687 0.983193 0.996512 0.997461 0.997947 0.978916 0.99676 0.997731 0.997694 0.985845 0.997692 0.997755 0.997871 0.979782 0.995768 0.997486 0.997386 0.980607 0.997368 0.997941 0.997546 0.983024 0.997074 0.997521 0.997322 0.980434 0.996558 0.997898 0.997897 
0.144 0.971498 0.995325 0.997229 0.996858 0.977441 0.996399 0.996963 0.996434 0.97792 0.99582 0.996879 0.997074 0.978808 0.995589 0.996788 0.997403 0.97344 0.995902 0.99713 0.997083 0.982141 0.997081 0.99716 0.997306 0.974525 0.994649 0.99682 0.996693 0.975561 0.996671 0.997396 0.996896 0.978595 0.996299 0.996865 0.996613 0.975344 0.995647 0.997341 0.99734 
