# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.242027 -----------------
#dely    BF
0.050  0.3420  0.0027
0.150  0.3375  0.0028
0.250  0.3034  0.0026
0.350  0.2724  0.0025
0.450  0.2563  0.0025
0.550  0.1992  0.0021
0.650  0.1836  0.0021
0.750  0.1458  0.0018
0.850  0.1164  0.0016
0.950  0.0905  0.0014
1.050  0.0648  0.0011
1.150  0.0424  0.0008
1.250  0.0285  0.0006
1.350  0.0190  0.0005
1.450  0.0136  0.0005
1.550  0.0041  0.0002
1.650  0.0007  0.0001
1.750 -0.0000 -0.0000
