# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0839891 -----------------
#dely    BF    dB     BFVar
0.050  0.2835  0.0019  0.0186
0.150  0.1601  0.0012  0.0101
0.250  0.0999  0.0009  0.0060
0.350  0.0770  0.0008  0.0059
0.450  0.0572  0.0008  0.0123
0.550  0.0419  0.0008  0.0051
0.650  0.0365  0.0008  0.0118
0.750  0.0271  0.0008  0.0048
0.850  0.0234  0.0008  0.0042
0.950  0.0132  0.0005  0.0047
1.050  0.0104  0.0005  0.0025
1.150  0.0060  0.0004  0.0009
1.250  0.0025  0.0002  0.0108
1.350  0.0008  0.0001  0.0002
1.450  0.0005  0.0001  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
