# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.273194 -----------------
#dely    BF    dB     BFVar
0.050  0.5040  0.0002  0.0053
0.150  0.4597  0.0002  0.0052
0.250  0.4036  0.0002  0.0046
0.350  0.3421  0.0002  0.0044
0.450  0.2830  0.0002  0.0073
0.550  0.2248  0.0001  0.0035
0.650  0.1715  0.0001  0.0022
0.750  0.1291  0.0001  0.0030
0.850  0.0900  0.0001  0.0015
0.950  0.0608  0.0001  0.0018
1.050  0.0387  0.0000  0.0026
1.150  0.0212  0.0000  0.0010
1.250  0.0094  0.0000  0.0010
1.350  0.0023  0.0000  0.0013
1.450 -0.0018 -0.0000  0.0004
1.550 -0.0026 -0.0000  0.0008
1.650 -0.0027 -0.0000  0.0004
1.750 -0.0011 -0.0000  0.0002
