'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1'
0.626851,0.836122,-0.269227,0.919678,0.99517,0.454482,0.830591,0.521228,-0.367904,1.88846,0.557954,0.331307
0.565021,0.893511,-0.349856,0.916859,0.967711,0.410096,0.825029,0.54972,-0.332911,1.89637,0.554421,0.328115
0.543894,0.955968,-0.321816,0.92399,0.956044,0.400632,0.826202,0.54664,-0.335888,1.85407,0.573152,0.344728
0.567677,0.909439,-0.318053,0.933378,0.950884,0.403288,0.762676,0.607345,-0.341104,1.85294,0.536404,0.289284
0.555887,0.926722,-0.327809,0.923918,0.956551,0.401312,0.766216,0.614611,-0.324417,1.8319,0.540934,0.290161
0.569486,0.89402,-0.335839,0.949102,0.923053,0.378488,0.793246,0.590648,-0.317894,1.91216,0.513331,0.270633
0.552759,0.925866,-0.338815,0.988679,0.885714,0.362753,0.810473,0.622031,-0.245223,1.92686,0.5258,0.29315
0.525022,0.996227,-0.324536,0.885292,0.932932,0.320778,0.829169,0.581714,-0.279136,1.86864,0.545003,0.306514
0.573924,0.866498,-0.364159,0.930534,0.885518,0.302098,0.847519,0.531499,-0.329529,1.79404,0.555588,0.301141
0.57175,0.879662,-0.350739,0.926285,0.885247,0.296984,0.838526,0.512982,-0.369394,1.78183,0.551724,0.291696
0.57175,0.879662,-0.350739,0.926285,0.885247,0.296984,0.838526,0.512982,-0.369394,1.78183,0.551724,0.291696
0.587766,0.875841,-0.310954,0.908696,0.890761,0.285298,0.776086,0.58808,-0.348367,1.77669,0.504077,0.218668
0.630886,0.7831,-0.339025,0.942196,0.89115,0.32325,0.816828,0.557085,-0.333485,1.7429,0.513475,0.222344
0.630886,0.7831,-0.339025,0.942196,0.89115,0.32325,0.816828,0.557085,-0.333485,1.7429,0.513475,0.222344
0.639656,0.780963,-0.321478,0.903467,0.903019,0.297605,0.834617,0.547659,-0.322706,1.72843,0.528832,0.240794
