0.978392 0.861708 0.316583 0.682412 0.815658 -0.175879 1.82814 0.666451 0.477387 0.300503 1.89409 -0.336683 -22.4999 7.82835 4.80919 1.6402 -3.79091 3.757 -1.41548 1.01977 0.261493 -0.312393 -0.0661917 0.0191046 
1.26482 0.734453 0.346734 0.176382 4.24911 0.959799 0.453266 0.825025 -0.869347 0.348241 1.42279 -0.60804 -7.85134 6.98668 8.38997 4.80887 -2.95902 2.17366 -1.67612 -1.17766 -0.347674 0.393138 -0.195586 0.114011 
0.539196 0.842368 -0.507538 1.31256 0.428076 -0.0854271 0.720603 1.24187 0.537688 0.653769 0.354082 -0.929648 7.57156 7.33881 -3.93769 7.70521 -2.06394 -4.16882 2.52089 -0.157976 -0.153012 -0.0160917 0.1642 0.203829 
0.176382 4.06153 0.678392 1.80905 -0.0400009 -0.58794 1.54171 0.72445 0.467337 1.62764 -0.134766 -0.788945 -21.9582 -26.7031 -15.3137 8.00823 6.34655 4.60784 -0.87667 0.706183 -0.302497 0.145453 0.33451 -0.102771 
1.91407 0.644118 0.467337 1.1407 -0.00129912 -0.839196 1.43668 0.312481 -0.19598 1.59899 0.883838 0.728643 11.6359 14.4067 1.01879 2.07194 7.67486 -3.09703 0.045774 0.85035 -0.0952343 0.00987514 0.150474 -0.070761 
0.558291 1.19054 0.0753769 2 0.160876 -0.236181 1.40804 0.522475 0.105528 0.224121 3.48031 0.959799 -11.5703 7.09875 0.0767195 2.97119 3.43959 5.51998 -0.431354 0.830087 0.4341 -0.285195 -0.141779 -0.000455047 
1.10251 0.158719 -0.628141 1.81859 -0.108842 -0.688442 0.367337 1.66943 -0.0954774 1.49397 0.503168 0.115578 59.6261 -9.8626 9.48222 7.36898 8.37879 -3.19625 -0.598619 -2.28117 0.393293 -0.262354 0.0621299 0.183843 
0.5201 1.55565 0.497487 0.968844 1.31697 0.98995 0.176382 3.26431 -0.517588 0.978392 0.0510907 -0.899497 -42.6384 -11.3302 -13.5657 -2.57795 -4.99451 -3.19152 2.22283 -2.00002 0.643875 -0.391196 -0.107345 -0.0415528 
0.424623 1.73708 0.356784 1.95226 0.416534 0.135678 1.30302 0.873785 0.577889 0.166834 3.55796 -0.386935 13.9011 3.80766 -6.11639 6.12478 0.162294 6.55636 -0.6059 0.587181 -0.0424725 -0.320181 -0.236998 -0.0301648 
1.09296 0.00967877 -0.859296 1.32211 0.645651 0.246231 1.25528 0.544001 0.0552764 1.24573 0.279916 -0.346734 31.8497 -18.9742 6.32942 -4.80545 1.75169 -2.96772 -1.84726 -0.0317436 -0.21066 0.0399507 -0.205807 0.0748423 
0.348241 2.3406 0.768844 1.52261 0.830118 0.61809 0.586935 0.545357 -0.809045 1.66583 0.820969 0.658291 25.8618 9.93399 -18.2644 1.48925 -3.30422 0.122203 0.569962 0.708333 -1.03506 -0.0380337 -0.150161 0.0607755 
1.05477 0.359035 -0.366834 0.357789 1.70227 -0.115578 0.60603 0.403991 -0.969849 1.83769 0.872321 0.788945 56.4218 6.17511 -6.28666 2.10077 -1.64535 -3.77386 -3.67979 -0.22023 -0.0590449 0.168822 -0.168106 -0.0246622 
