# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.227894 -----------------
#dely    BF    dB     BFVar
0.050  0.2864  0.0001  0.0018
0.150  0.2702  0.0001  0.0019
0.250  0.2512  0.0001  0.0012
0.350  0.2327  0.0001  0.0020
0.450  0.2144  0.0001  0.0023
0.550  0.1929  0.0001  0.0018
0.650  0.1699  0.0001  0.0017
0.750  0.1481  0.0001  0.0019
0.850  0.1265  0.0001  0.0017
0.950  0.1042  0.0001  0.0009
1.050  0.0838  0.0001  0.0008
1.150  0.0651  0.0001  0.0011
1.250  0.0492  0.0001  0.0007
1.350  0.0358  0.0001  0.0010
1.450  0.0242  0.0000  0.0007
1.550  0.0146  0.0000  0.0008
1.650  0.0074  0.0000  0.0004
1.750  0.0021  0.0000  0.0007
