# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=-0.0302852 -----------------
#dely    BF
0.050 -0.2955 -0.0018
0.150 -0.1479 -0.0009
0.250 -0.2046 -0.0013
0.350 -0.1191 -0.0008
0.450 -0.1238 -0.0009
0.550 -0.0410 -0.0003
0.650  0.0426  0.0004
0.750  0.0782  0.0008
0.850  0.0438  0.0005
0.950  0.0598  0.0007
1.050  0.1022  0.0014
1.150  0.0562  0.0009
1.250  0.0654  0.0012
1.350  0.0690  0.0015
1.450  0.0509  0.0013
1.550  0.0259  0.0008
1.650  0.0301  0.0013
1.750  0.0050  0.0004
