# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.260151 -----------------
#dely    BF    dB     BFVar
0.050  0.3462  0.0002  0.0043
0.150  0.3267  0.0002  0.0043
0.250  0.3046  0.0002  0.0032
0.350  0.2843  0.0002  0.0020
0.450  0.2581  0.0002  0.0022
0.550  0.2310  0.0002  0.0035
0.650  0.2012  0.0002  0.0015
0.750  0.1692  0.0001  0.0021
0.850  0.1392  0.0001  0.0014
0.950  0.1094  0.0001  0.0016
1.050  0.0821  0.0001  0.0044
1.150  0.0598  0.0001  0.0009
1.250  0.0404  0.0001  0.0009
1.350  0.0262  0.0000  0.0006
1.450  0.0146  0.0000  0.0007
1.550  0.0066  0.0000  0.0004
1.650  0.0019  0.0000  0.0002
1.750  0.0001  0.0000  0.0000
