# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.256158 -----------------
#dely    BF    dB     BFVar
0.050  0.4568  0.0003  0.0048
0.150  0.4191  0.0002  0.0070
0.250  0.3689  0.0002  0.0063
0.350  0.3195  0.0002  0.0039
0.450  0.2681  0.0002  0.0039
0.550  0.2144  0.0002  0.0053
0.650  0.1666  0.0001  0.0036
0.750  0.1235  0.0001  0.0026
0.850  0.0881  0.0001  0.0016
0.950  0.0605  0.0001  0.0022
1.050  0.0366  0.0000  0.0030
1.150  0.0220  0.0000  0.0013
1.250  0.0109  0.0000  0.0013
1.350  0.0052  0.0000  0.0008
1.450  0.0016  0.0000  0.0006
1.550  0.0000  0.0000  0.0004
1.650 -0.0002 -0.0000  0.0004
1.750 -0.0000 -0.0000  0.0000
