# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=-0.0261637 -----------------
#dely    BF
0.050 -0.2508 -0.0015
0.150 -0.3313 -0.0021
0.250 -0.2877 -0.0019
0.350 -0.2099 -0.0015
0.450 -0.1210 -0.0009
0.550  0.0424  0.0004
0.650  0.0365  0.0003
0.750  0.1099  0.0011
0.850  0.1208  0.0013
0.950  0.0971  0.0012
1.050  0.1407  0.0019
1.150  0.0964  0.0015
1.250  0.0580  0.0010
1.350  0.0996  0.0020
1.450  0.0582  0.0014
1.550  0.0436  0.0013
1.650  0.0237  0.0010
1.750  0.0122  0.0009
