# SIGMA_QGP=1.1112, SIGMA_HAD=0.468593
# NSAMPLE=10000000, Tblast=77.1239, UPERPblast(x,y)=(0.7613,0.7613)
# SOVERUD=0.7028, QUARK_ENTROPY_RATIO=0.2215, BARYON_FUDGE=0.7163
# ------- normalization=0.226598 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3130  0.0002  0.0739  0.0644  0.1747
0.150  0.2920  0.0002  0.0701  0.0599  0.1621
0.250  0.2669  0.0002  0.0644  0.0538  0.1487
0.350  0.2431  0.0002  0.0602  0.0484  0.1345
0.450  0.2169  0.0002  0.0553  0.0421  0.1195
0.550  0.1894  0.0002  0.0482  0.0358  0.1054
0.650  0.1635  0.0002  0.0435  0.0296  0.0905
0.750  0.1378  0.0002  0.0374  0.0239  0.0764
0.850  0.1152  0.0002  0.0333  0.0191  0.0628
0.950  0.0925  0.0001  0.0281  0.0146  0.0498
1.050  0.0724  0.0001  0.0236  0.0112  0.0376
1.150  0.0557  0.0001  0.0197  0.0080  0.0279
1.250  0.0405  0.0001  0.0155  0.0057  0.0193
1.350  0.0288  0.0001  0.0120  0.0039  0.0129
1.450  0.0190  0.0001  0.0088  0.0023  0.0079
1.550  0.0116  0.0000  0.0056  0.0014  0.0045
1.650  0.0062  0.0000  0.0034  0.0007  0.0021
1.750  0.0017  0.0000  0.0010  0.0002  0.0005
