# SIGMA_QGP=1.084, SIGMA_HAD=0.456798
# NSAMPLE=10000000, Tblast=80.907, UPERPblast(x,y)=(0.7391,0.7391)
# SOVERUD=0.6972, QUARK_ENTROPY_RATIO=0.2085, BARYON_FUDGE=0.7049
# ------- normalization=0.22798 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3153  0.0002  0.0714  0.0703  0.1736
0.150  0.2938  0.0002  0.0676  0.0648  0.1613
0.250  0.2677  0.0002  0.0614  0.0592  0.1470
0.350  0.2433  0.0002  0.0573  0.0525  0.1335
0.450  0.2176  0.0002  0.0523  0.0465  0.1188
0.550  0.1915  0.0002  0.0472  0.0394  0.1049
0.650  0.1636  0.0002  0.0412  0.0328  0.0895
0.750  0.1393  0.0002  0.0368  0.0270  0.0755
0.850  0.1166  0.0002  0.0325  0.0214  0.0627
0.950  0.0932  0.0001  0.0271  0.0164  0.0497
1.050  0.0730  0.0001  0.0229  0.0127  0.0374
1.150  0.0562  0.0001  0.0188  0.0093  0.0281
1.250  0.0414  0.0001  0.0151  0.0066  0.0197
1.350  0.0290  0.0001  0.0113  0.0046  0.0131
1.450  0.0197  0.0001  0.0087  0.0029  0.0082
1.550  0.0113  0.0000  0.0050  0.0017  0.0047
1.650  0.0057  0.0000  0.0029  0.0007  0.0021
1.750  0.0017  0.0000  0.0010  0.0002  0.0005
