# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0283426 -----------------
#dely    BF    dB     BFVar
0.050 -0.0457 -0.0002  0.0024
0.150 -0.0431 -0.0002  0.0027
0.250 -0.0394 -0.0002  0.0012
0.350 -0.0345 -0.0002  0.0014
0.450 -0.0304 -0.0001  0.0020
0.550 -0.0246 -0.0001  0.0011
0.650 -0.0197 -0.0001  0.0009
0.750 -0.0154 -0.0001  0.0005
0.850 -0.0118 -0.0001  0.0006
0.950 -0.0080 -0.0001  0.0006
1.050 -0.0055 -0.0000  0.0006
1.150 -0.0029 -0.0000  0.0004
1.250 -0.0015 -0.0000  0.0003
1.350 -0.0005 -0.0000  0.0002
1.450 -0.0003 -0.0000  0.0001
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
