# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=-0.131489 -----------------
#dely    BF
0.050 -0.5217 -0.0188
0.150 -0.3139 -0.0123
0.250 -0.4731 -0.0188
0.350 -0.1978 -0.0087
0.450 -0.0701 -0.0035
0.550 -0.0352 -0.0020
0.650  0.0417  0.0027
0.750  0.0470  0.0036
0.850  0.0373  0.0031
0.950  0.0609  0.0065
1.050  0.0503  0.0066
1.150  0.0334  0.0043
1.250  0.0095  0.0018
1.350  0.0134  0.0032
1.450  0.0020  0.0007
1.550  0.0014  0.0014
1.650  0.0000  0.0000
1.750  0.0000  0.0000
