0.15 0.445 0.4516 0.4433 0.443 0.4451 0.4443 0.4441 0.442 0.4521 0.448 0.4428 0.4455 0.4445 0.4571 0.442 0.4409 0.4485 0.4508 0.4491 0.4489 
0.25 0.3871 0.3974 0.3908 0.3896 0.392 0.389 0.384 0.3897 0.3977 0.3965 0.3939 0.3912 0.3913 0.3984 0.3915 0.389 0.3929 0.3953 0.4013 0.3901 
0.35 0.3267 0.3352 0.3306 0.3256 0.3311 0.3296 0.3284 0.3354 0.338 0.3321 0.332 0.3338 0.3341 0.3397 0.3328 0.335 0.3321 0.3371 0.3353 0.3304 
0.45 0.2713 0.2728 0.2716 0.2713 0.2706 0.2735 0.2701 0.2707 0.2767 0.2696 0.2742 0.2715 0.2721 0.2752 0.2706 0.2768 0.2741 0.2808 0.2737 0.2745 
0.55 0.2151 0.2136 0.2163 0.2086 0.2124 0.2129 0.2122 0.211 0.216 0.2134 0.2152 0.2161 0.215 0.215 0.2149 0.2143 0.2185 0.2159 0.2165 0.2152 
0.65 0.1635 0.1633 0.1647 0.1579 0.1608 0.16 0.1568 0.1652 0.1656 0.1611 0.1623 0.1613 0.1602 0.1645 0.16 0.1638 0.163 0.1622 0.1638 0.1628 
0.75 0.1142 0.1195 0.1165 0.1175 0.116 0.1174 0.1148 0.1182 0.1203 0.1187 0.116 0.1192 0.1179 0.1174 0.1161 0.1197 0.1166 0.1162 0.1209 0.1184 
0.85 0.0799 0.0834 0.0808 0.0765 0.0799 0.0811 0.0804 0.0804 0.0839 0.0825 0.0814 0.0827 0.0769 0.0821 0.0802 0.082 0.0813 0.0816 0.0835 0.0808 
0.95 0.0524 0.0522 0.0522 0.0503 0.0511 0.0533 0.0507 0.0514 0.0544 0.0542 0.0501 0.0515 0.0522 0.0523 0.051 0.0528 0.051 0.0525 0.0519 0.051 
1.05 0.0303 0.0313 0.03 0.0295 0.0299 0.0305 0.029 0.0288 0.032 0.0308 0.0307 0.0304 0.0289 0.0288 0.0315 0.0298 0.0311 0.0298 0.0319 0.0304 
1.15 0.0142 0.0165 0.0137 0.014 0.0158 0.0161 0.0134 0.0147 0.0156 0.0166 0.0151 0.0158 0.0153 0.015 0.0143 0.017 0.0152 0.0152 0.016 0.0141 
1.25 0.004 0.0054 0.0064 0.0047 0.0064 0.0052 0.0041 0.0067 0.0061 0.0059 0.0064 0.0069 0.0069 0.0067 0.0055 0.0056 0.0065 0.0063 0.0051 0.0062 
1.35 0.0002 0.0007 -0.0004 -0.0005 0.0005 -0.0001 -0.0007 0.0009 0.0006 0.0001 0.0012 0.0001 -0.0004 -0.0002 -0.0006 0.0006 0.0001 0.0009 -0.0001 -0.0002 
1.45 -0.0021 -0.0023 -0.0022 -0.0021 -0.0014 -0.0017 -0.002 -0.0008 -0.0017 -0.0019 -0.0012 -0.0018 -0.0023 -0.0016 -0.0025 -0.0011 -0.0016 -0.0023 -0.0014 -0.0023 
1.55 -0.0023 -0.0026 -0.0023 -0.0029 -0.0021 -0.003 -0.0024 -0.0021 -0.0022 -0.0025 -0.0016 -0.0028 -0.0021 -0.0024 -0.0025 -0.0024 -0.0021 -0.0025 -0.0019 -0.0021 
1.65 -0.0012 -0.0015 -0.0013 -0.0014 -0.0012 -0.0016 -0.0014 -0.0014 -0.001 -0.0011 -0.0015 -0.0011 -0.0012 -0.0013 -0.0011 -0.0014 -0.001 -0.0011 -0.0012 -0.0015 
1.75 -0.0001 -0.0002 -0.0002 -0.0002 -0.0002 -0.0002 -0.0002 -0.0002 -0.0002 -0.0002 -0.0001 -0.0001 -0.0002 -0.0001 -0.0002 -0.0001 -0.0002 -0.0001 -0.0001 -0.0002 
