# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.270052 -----------------
#dely    BF
0.050  0.4188  0.0030
0.150  0.4129  0.0031
0.250  0.3819  0.0030
0.350  0.3313  0.0028
0.450  0.2809  0.0025
0.550  0.2181  0.0021
0.650  0.1919  0.0021
0.750  0.1509  0.0018
0.850  0.1126  0.0015
0.950  0.0712  0.0011
1.050  0.0594  0.0010
1.150  0.0360  0.0007
1.250  0.0185  0.0005
1.350  0.0104  0.0003
1.450  0.0041  0.0002
1.550  0.0024  0.0001
1.650 -0.0009 -0.0001
1.750 -0.0000 -0.0000
