# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.121252 -----------------
#dely    BF
0.050  0.2189  0.0004
0.150  0.2028  0.0004
0.250  0.1743  0.0004
0.350  0.1525  0.0003
0.450  0.1212  0.0003
0.550  0.1013  0.0003
0.650  0.0805  0.0002
0.750  0.0616  0.0002
0.850  0.0427  0.0001
0.950  0.0297  0.0001
1.050  0.0192  0.0001
1.150  0.0098  0.0000
1.250  0.0057  0.0000
1.350 -0.0018 -0.0000
1.450 -0.0006 -0.0000
1.550 -0.0020 -0.0000
1.650 -0.0017 -0.0000
1.750 -0.0014 -0.0000
