# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0359826 -----------------
#dely    BF    dB     BFVar
0.050 -0.0621 -0.0004  0.0036
0.150 -0.0582 -0.0004  0.0019
0.250 -0.0517 -0.0004  0.0029
0.350 -0.0462 -0.0004  0.0020
0.450 -0.0389 -0.0003  0.0026
0.550 -0.0309 -0.0003  0.0015
0.650 -0.0251 -0.0003  0.0013
0.750 -0.0178 -0.0002  0.0012
0.850 -0.0119 -0.0002  0.0009
0.950 -0.0078 -0.0001  0.0008
1.050 -0.0049 -0.0001  0.0007
1.150 -0.0027 -0.0001  0.0018
1.250 -0.0011 -0.0000  0.0001
1.350 -0.0004 -0.0000  0.0001
1.450 -0.0001 -0.0000  0.0000
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
