# ICODE=2212, JCODE=-2212
# SIGMA_QGP=1, SIGMA_HAD=0.4
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.666667
# ------- normalization=0.0808121 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.1220  0.0005  0.1550 -0.0330  0.0000
0.150  0.1175  0.0005  0.1480 -0.0304  0.0000
0.250  0.1088  0.0005  0.1351 -0.0263  0.0000
0.350  0.0964  0.0005  0.1170 -0.0206  0.0000
0.450  0.0863  0.0005  0.1027 -0.0163  0.0000
0.550  0.0725  0.0005  0.0845 -0.0120  0.0000
0.650  0.0613  0.0005  0.0696 -0.0084  0.0000
0.750  0.0477  0.0005  0.0528 -0.0052  0.0000
0.850  0.0381  0.0004  0.0410 -0.0030  0.0000
0.950  0.0261  0.0004  0.0277 -0.0016  0.0000
1.050  0.0159  0.0003  0.0168 -0.0008  0.0000
1.150  0.0092  0.0002  0.0095 -0.0003  0.0000
1.250  0.0046  0.0002  0.0046 -0.0001  0.0000
1.350  0.0015  0.0001  0.0015 -0.0000  0.0000
1.450  0.0003  0.0000  0.0003 -0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
