# ICODE=211, JCODE=-211
# SIGMA_QGP=1, SIGMA_HAD=0.4
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.666667
# ------- normalization=0.219963 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3163  0.0001  0.0543  0.0919  0.1701
0.150  0.2968  0.0001  0.0512  0.0855  0.1601
0.250  0.2723  0.0001  0.0469  0.0778  0.1476
0.350  0.2458  0.0001  0.0429  0.0688  0.1341
0.450  0.2192  0.0001  0.0388  0.0596  0.1207
0.550  0.1904  0.0001  0.0343  0.0504  0.1058
0.650  0.1617  0.0001  0.0301  0.0415  0.0901
0.750  0.1336  0.0001  0.0260  0.0334  0.0743
0.850  0.1072  0.0001  0.0219  0.0261  0.0592
0.950  0.0832  0.0000  0.0181  0.0198  0.0452
1.050  0.0619  0.0000  0.0146  0.0145  0.0328
1.150  0.0442  0.0000  0.0114  0.0102  0.0226
1.250  0.0301  0.0000  0.0085  0.0068  0.0148
1.350  0.0191  0.0000  0.0060  0.0043  0.0089
1.450  0.0111  0.0000  0.0039  0.0024  0.0048
1.550  0.0053  0.0000  0.0021  0.0011  0.0021
1.650  0.0014  0.0000  0.0007  0.0003  0.0004
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
