# ICODE=321, JCODE=-321
# SIGMA_QGP=1, SIGMA_HAD=0.4
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.666667
# ------- normalization=0.0601043 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0891  0.0001  0.0898 -0.0064  0.0058
0.150  0.0854  0.0001  0.0859 -0.0059  0.0055
0.250  0.0785  0.0001  0.0789 -0.0053  0.0049
0.350  0.0703  0.0001  0.0705 -0.0046  0.0044
0.450  0.0624  0.0001  0.0623 -0.0036  0.0037
0.550  0.0530  0.0001  0.0526 -0.0028  0.0032
0.650  0.0443  0.0001  0.0437 -0.0021  0.0027
0.750  0.0360  0.0001  0.0354 -0.0015  0.0021
0.850  0.0280  0.0001  0.0275 -0.0010  0.0015
0.950  0.0209  0.0001  0.0204 -0.0006  0.0011
1.050  0.0148  0.0001  0.0144 -0.0004  0.0007
1.150  0.0094  0.0001  0.0093 -0.0002  0.0004
1.250  0.0053  0.0000  0.0053 -0.0001  0.0002
1.350  0.0025  0.0000  0.0025 -0.0000  0.0000
1.450  0.0009  0.0000  0.0009 -0.0000  0.0000
1.550  0.0002  0.0000  0.0002 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
