'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1'
0.468144,1.43341,0.110311,1.91109,0.0932959,-0.359779,1.29385,0.499793,0.0116365,0.228519,3.34473,0.838438
0.4901,1.37142,0.1087,1.92489,0.0925476,-0.357319,1.29259,0.49442,0.00285627,0.219613,3.45863,0.839825
0.48622,1.37697,0.10148,1.93431,0.0829097,-0.369361,1.29576,0.490314,-0.00149643,0.217298,3.49081,0.841755
0.486605,1.38056,0.108428,1.92437,0.0803589,-0.375738,1.29839,0.491437,0.00168392,0.219771,3.46839,0.857572
0.494537,1.35314,0.0987692,1.92037,0.0860473,-0.368238,1.3095,0.477605,-0.0128272,0.234819,3.2903,0.868899
0.50381,1.32562,0.0930323,1.92362,0.086486,-0.366741,1.29723,0.4859,-0.00727766,0.226046,3.40276,0.879751
0.497382,1.34465,0.097067,1.92669,0.087993,-0.363689,1.297,0.489096,-0.00261601,0.210587,3.59996,0.865436
0.510872,1.30341,0.0859136,1.91767,0.106013,-0.338988,1.31219,0.498525,0.020054,0.230516,3.35912,0.896225
0.510818,1.30313,0.0853003,1.91813,0.10503,-0.340341,1.32014,0.501823,0.0293822,0.229283,3.38436,0.911811
0.493563,1.3528,0.0944429,1.92862,0.107909,-0.333315,1.2956,0.510502,0.0286991,0.230667,3.36602,0.909292
0.502567,1.3257,0.0884639,1.93938,0.119172,-0.313672,1.26916,0.513344,0.0176062,0.233351,3.33518,0.910637
0.516594,1.28693,0.0818992,1.9311,0.128944,-0.301122,1.27587,0.517722,0.0281313,0.230763,3.36921,0.915783
0.514905,1.28382,0.0711654,1.93156,0.133379,-0.294352,1.26491,0.518149,0.0222882,0.226588,3.43181,0.93345
0.504413,1.32915,0.100586,1.93923,0.133121,-0.292782,1.263,0.518226,0.021259,0.222573,3.48931,0.943664
0.502219,1.33167,0.0960947,1.93628,0.132917,-0.29384,1.26793,0.513977,0.0178302,0.231505,3.37978,0.94492
0.507189,1.32685,0.107496,1.93613,0.127704,-0.301699,1.26867,0.514102,0.0184509,0.233789,3.35763,0.951985
0.507524,1.32165,0.100941,1.93988,0.11755,-0.315977,1.27108,0.511632,0.0161752,0.233404,3.36922,0.962632
0.521448,1.28036,0.0892475,1.95158,0.127859,-0.297561,1.27495,0.491771,-0.0113397,0.235092,3.3425,0.951931
0.50401,1.32246,0.0890371,1.96112,0.137164,-0.28122,1.29033,0.501289,0.0118659,0.249645,3.18935,0.958992
0.505606,1.32135,0.0933499,1.96038,0.135026,-0.284612,1.3086,0.498135,0.0174699,0.240729,3.27681,0.948499
0.519245,1.28689,0.0912643,1.96877,0.150429,-0.259428,1.29305,0.510446,0.0271628,0.233766,3.35086,0.941417
0.529832,1.25103,0.0742226,1.963,0.142684,-0.272472,1.30331,0.509245,0.0311778,0.213729,3.6019,0.935032
0.52758,1.26586,0.0887777,1.93649,0.159116,-0.254482,1.3164,0.512997,0.0440891,0.200615,3.79894,0.938524
0.539649,1.24498,0.0979473,1.9378,0.157112,-0.257154,1.31945,0.511527,0.0435602,0.220722,3.51104,0.940286
0.539785,1.24453,0.0977169,1.94184,0.151072,-0.265191,1.30908,0.510474,0.0362478,0.197152,3.84213,0.919693
0.544427,1.2338,0.0967029,1.94108,0.155207,-0.25918,1.30524,0.506604,0.0282957,0.194794,3.874,0.908861
0.510797,1.31146,0.0977079,1.94731,0.150993,-0.263928,1.2828,0.523692,0.0411304,0.200479,3.7803,0.907332
0.511998,1.29982,0.0846339,1.96167,0.156467,-0.252125,1.29657,0.504605,0.0204074,0.206351,3.69476,0.914548
0.513613,1.29563,0.0842092,1.96837,0.150465,-0.259472,1.28646,0.497486,0.00393487,0.209339,3.6479,0.910314
0.505212,1.31825,0.0872338,1.95889,0.164482,-0.240793,1.28447,0.491669,-0.00594178,0.217089,3.53896,0.909757
0.513033,1.29862,0.0866018,1.95207,0.16439,-0.242634,1.27976,0.495112,-0.00351247,0.221474,3.48528,0.916344
0.514058,1.29776,0.0890244,1.97954,0.158428,-0.24479,1.28861,0.494387,0.000527184,0.208405,3.65797,0.904985
0.508702,1.30767,0.0843213,1.99094,0.149277,-0.255753,1.30062,0.482512,-0.0104471,0.216137,3.53231,0.880425
0.49506,1.3339,0.0719415,1.98981,0.152695,-0.250898,1.35868,0.469961,0.00210685,0.210693,3.61065,0.883771
0.49506,1.3339,0.0719415,1.98981,0.152695,-0.250898,1.35868,0.469961,0.00210685,0.210693,3.61065,0.883771
0.49303,1.34627,0.0825578,1.99161,0.148225,-0.257171,1.33941,0.484796,0.0142498,0.209071,3.62911,0.876276
0.480089,1.37413,0.0721426,1.98817,0.152405,-0.251731,1.32661,0.49777,0.0268303,0.214174,3.54504,0.858998
0.478169,1.37575,0.0665772,1.99588,0.169353,-0.224449,1.31645,0.503839,0.0303786,0.209921,3.59591,0.84499
0.479562,1.37308,0.0683679,1.99832,0.171044,-0.221327,1.30087,0.517435,0.0420885,0.211017,3.57448,0.836458
0.484,1.35443,0.0586523,1.99362,0.164099,-0.232875,1.31109,0.511149,0.0383822,0.209974,3.57845,0.819927
0.472925,1.3833,0.0557593,1.98653,0.163065,-0.236136,1.30021,0.517937,0.0424681,0.199058,3.74311,0.817539
0.465824,1.40827,0.0624393,1.97542,0.176166,-0.219185,1.30361,0.50611,0.0266421,0.211242,3.57601,0.84359
0.463861,1.42275,0.0754849,1.97597,0.17195,-0.225375,1.30709,0.51144,0.0365892,0.209305,3.61953,0.86703
0.462707,1.41122,0.0530436,1.97689,0.166423,-0.233441,1.30069,0.524205,0.0521437,0.232227,3.33414,0.889264
0.447555,1.45584,0.0501002,1.95097,0.172756,-0.23036,1.28458,0.529777,0.0512961,0.229928,3.35266,0.875936
0.443717,1.45382,0.0286223,1.95279,0.172338,-0.23053,1.28443,0.531625,0.0539756,0.233424,3.30545,0.867334
0.422333,1.52651,0.0286876,1.96087,0.175833,-0.223271,1.27677,0.524722,0.0391628,0.238483,3.23839,0.85352
0.434767,1.48233,0.0270904,1.9542,0.168482,-0.235962,1.27538,0.531698,0.0488132,0.241745,3.20397,0.855908
0.424485,1.5135,0.0206361,1.9374,0.166133,-0.243723,1.28736,0.540732,0.0693309,0.250259,3.10857,0.847207
0.419094,1.54498,0.0389227,1.93376,0.147979,-0.271885,1.2766,0.530255,0.0473603,0.234651,3.26822,0.832861
0.4226,1.52746,0.0315426,1.92838,0.153007,-0.265719,1.25805,0.529255,0.0348281,0.231995,3.28455,0.810766
0.414624,1.56198,0.039851,1.92577,0.151708,-0.268341,1.25046,0.539694,0.0458851,0.247972,3.12127,0.831052
0.423609,1.5297,0.0402788,1.94099,0.147037,-0.271461,1.28347,0.520396,0.0365763,0.242845,3.20355,0.873166
0.425565,1.52315,0.0408174,1.93287,0.142122,-0.280901,1.28607,0.52396,0.0434273,0.252101,3.10629,0.871664
0.430026,1.51753,0.0556648,1.93554,0.140884,-0.282075,1.28696,0.532377,0.0565705,0.251509,3.11218,0.871584
0.448367,1.47608,0.0843321,1.96256,0.143443,-0.271444,1.25839,0.541219,0.0529844,0.25867,3.01949,0.837657
