# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.235573 -----------------
#dely    BF    dB     BFVar
0.050  0.2994  0.0002  0.0030
0.150  0.2822  0.0002  0.0032
0.250  0.2621  0.0001  0.0020
0.350  0.2431  0.0001  0.0019
0.450  0.2227  0.0001  0.0029
0.550  0.1998  0.0001  0.0017
0.650  0.1767  0.0001  0.0017
0.750  0.1537  0.0001  0.0022
0.850  0.1290  0.0001  0.0022
0.950  0.1070  0.0001  0.0031
1.050  0.0850  0.0001  0.0014
1.150  0.0664  0.0001  0.0011
1.250  0.0489  0.0001  0.0037
1.350  0.0342  0.0000  0.0007
1.450  0.0226  0.0000  0.0006
1.550  0.0142  0.0000  0.0005
1.650  0.0069  0.0000  0.0004
1.750  0.0019  0.0000  0.0001
