# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.0700043 -----------------
#dely    BF
0.050  0.1023  0.0045
0.150  0.1141  0.0052
0.250  0.1039  0.0049
0.350  0.0873  0.0045
0.450  0.0796  0.0043
0.550  0.0589  0.0036
0.650  0.0560  0.0037
0.750  0.0310  0.0022
0.850  0.0267  0.0024
0.950  0.0170  0.0019
1.050  0.0094  0.0012
1.150  0.0094  0.0013
1.250  0.0018  0.0003
1.350  0.0025  0.0006
1.450 -0.0000 -0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
