# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.267536 -----------------
#dely    BF    dB     BFVar
0.050  0.4445  0.0002  0.0035
0.150  0.4057  0.0002  0.0044
0.250  0.3660  0.0002  0.0019
0.350  0.3153  0.0002  0.0036
0.450  0.2680  0.0002  0.0018
0.550  0.2211  0.0001  0.0022
0.650  0.1767  0.0001  0.0017
0.750  0.1390  0.0001  0.0030
0.850  0.1063  0.0001  0.0012
0.950  0.0781  0.0001  0.0030
1.050  0.0568  0.0001  0.0009
1.150  0.0386  0.0000  0.0012
1.250  0.0258  0.0000  0.0010
1.350  0.0161  0.0000  0.0004
1.450  0.0095  0.0000  0.0006
1.550  0.0051  0.0000  0.0003
1.650  0.0022  0.0000  0.0003
1.750  0.0005  0.0000  0.0001
