# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.139592 -----------------
#dely    BF    dB     BFVar
0.050  0.2824  0.0036  0.0189
0.150  0.2678  0.0036  0.0235
0.250  0.2196  0.0031  0.0122
0.350  0.1866  0.0028  0.0100
0.450  0.1473  0.0023  0.0091
0.550  0.1106  0.0019  0.0201
0.650  0.0737  0.0014  0.0044
0.750  0.0498  0.0011  0.0036
0.850  0.0301  0.0007  0.0041
0.950  0.0168  0.0005  0.0014
1.050  0.0080  0.0003  0.0016
1.150  0.0020  0.0001  0.0006
1.250  0.0011  0.0001  0.0020
1.350  0.0000  0.0000  0.0002
1.450  0.0000  0.0000  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
