# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.110447 -----------------
#dely    BF    dB     BFVar
0.050  0.1754  0.0007  0.0043
0.150  0.1685  0.0007  0.0049
0.250  0.1491  0.0007  0.0048
0.350  0.1311  0.0006  0.0044
0.450  0.1130  0.0006  0.0044
0.550  0.0959  0.0005  0.0061
0.650  0.0784  0.0004  0.0110
0.750  0.0612  0.0004  0.0042
0.850  0.0458  0.0003  0.0036
0.950  0.0336  0.0003  0.0017
1.050  0.0229  0.0002  0.0013
1.150  0.0149  0.0002  0.0014
1.250  0.0087  0.0001  0.0011
1.350  0.0038  0.0001  0.0008
1.450  0.0018  0.0000  0.0003
1.550  0.0004  0.0000  0.0001
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
