# ICODE=211, JCODE=-211
# SIGMA_QGP=1.0266, SIGMA_HAD=0.566375
# NSAMPLE=10000000, Tblast=89.0947, UPERPblast(x,y)=(0.7476,0.7476)
# SOVERUD=0.8374, QUARK_ENTROPY_RATIO=0.2137, BARYON_FUDGE=0.6284
# ------- normalization=0.216084 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3080  0.0003  0.0696  0.0658  0.1726
0.150  0.2886  0.0003  0.0657  0.0612  0.1617
0.250  0.2659  0.0003  0.0599  0.0559  0.1502
0.350  0.2390  0.0003  0.0541  0.0491  0.1359
0.450  0.2147  0.0002  0.0499  0.0434  0.1214
0.550  0.1878  0.0002  0.0445  0.0364  0.1069
0.650  0.1579  0.0002  0.0375  0.0302  0.0902
0.750  0.1323  0.0002  0.0333  0.0248  0.0742
0.850  0.1066  0.0002  0.0274  0.0195  0.0597
0.950  0.0833  0.0002  0.0229  0.0149  0.0455
1.050  0.0629  0.0001  0.0188  0.0109  0.0332
1.150  0.0449  0.0001  0.0145  0.0074  0.0230
1.250  0.0303  0.0001  0.0104  0.0052  0.0147
1.350  0.0201  0.0001  0.0077  0.0033  0.0090
1.450  0.0115  0.0001  0.0047  0.0019  0.0049
1.550  0.0054  0.0000  0.0025  0.0009  0.0020
1.650  0.0015  0.0000  0.0008  0.0003  0.0004
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
