# ICODE=-1707063488, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.977729 -----------------
#dely    BF
0.050 -0.0298 -0.0002
0.150 -0.0547 -0.0003
0.250 -0.0201 -0.0001
0.350 -0.0341 -0.0002
0.450 -0.0359 -0.0002
0.550 -0.0639 -0.0003
0.650 -0.0611 -0.0003
0.750 -0.0605 -0.0003
0.850 -0.0688 -0.0004
0.950 -0.0733 -0.0004
1.050 -0.0584 -0.0004
1.150 -0.0674 -0.0004
1.250 -0.0999 -0.0007
1.350 -0.0455 -0.0003
1.450 -0.0374 -0.0003
1.550 -0.0202 -0.0001
1.650 -0.0310 -0.0002
1.750  0.0187  0.0001
1.850  0.0144  0.0001
1.950  0.0580  0.0005
2.050  0.0670  0.0006
2.150  0.0585  0.0005
2.250  0.0903  0.0008
2.350  0.0962  0.0009
2.450  0.1586  0.0016
2.550  0.1514  0.0015
2.650  0.1506  0.0016
2.750  0.2048  0.0022
2.850  0.1888  0.0021
2.950  0.2119  0.0024
3.050  0.2482  0.0029
3.150  0.2739  0.0034
3.250  0.2676  0.0034
3.350  0.2593  0.0034
3.450  0.2464  0.0033
3.550  0.2631  0.0036
3.650  0.2715  0.0039
3.750  0.2353  0.0035
3.850  0.2601  0.0039
3.950  0.2891  0.0045
4.050  0.2515  0.0040
4.150  0.2290  0.0039
4.250  0.2622  0.0045
4.350  0.2515  0.0045
4.450  0.2044  0.0038
4.550  0.1835  0.0035
4.650  0.2134  0.0041
4.750  0.2106  0.0042
4.850  0.1883  0.0038
4.950  0.1315  0.0028
5.050  0.1200  0.0026
5.150  0.1597  0.0036
5.250  0.1151  0.0026
5.350  0.1471  0.0035
5.450  0.0933  0.0023
5.550  0.1055  0.0026
5.650  0.0831  0.0021
5.750  0.0642  0.0017
5.850  0.0393  0.0011
5.950  0.0234  0.0007
6.050  0.0285  0.0008
6.150 -0.0004 -0.0000
6.250  0.0415  0.0013
6.350 -0.0064 -0.0002
6.450 -0.0052 -0.0002
6.550  0.0098  0.0003
6.650 -0.0204 -0.0007
6.750 -0.0197 -0.0007
6.850 -0.0155 -0.0005
6.950 -0.0108 -0.0004
7.050 -0.0155 -0.0006
7.150 -0.0251 -0.0010
7.250 -0.0108 -0.0004
7.350 -0.0066 -0.0003
7.450 -0.0498 -0.0021
7.550 -0.0385 -0.0017
7.650 -0.0184 -0.0008
7.750 -0.0546 -0.0024
7.850 -0.0293 -0.0014
7.950 -0.0343 -0.0017
8.050 -0.0478 -0.0024
8.150 -0.0177 -0.0009
8.250 -0.0040 -0.0002
8.350 -0.0389 -0.0021
8.450 -0.0089 -0.0005
8.550 -0.0358 -0.0021
8.650 -0.0344 -0.0021
8.750 -0.0157 -0.0010
8.850 -0.0051 -0.0003
8.950 -0.0072 -0.0005
9.050 -0.0189 -0.0012
9.150 -0.0246 -0.0017
9.250 -0.0116 -0.0008
9.350 -0.0083 -0.0006
9.450 -0.0104 -0.0007
9.550  0.0006  0.0001
9.650  0.0245  0.0019
9.750  0.0152  0.0012
9.850  0.0213  0.0018
9.950  0.0340  0.0028
10.050  0.0073  0.0007
10.150  0.0253  0.0021
10.250  0.0031  0.0003
10.350  0.0270  0.0025
10.450  0.0390  0.0039
10.550  0.0378  0.0035
10.650  0.0383  0.0041
10.750  0.0316  0.0036
10.850  0.0275  0.0028
10.950  0.0183  0.0020
11.050  0.0487  0.0054
11.150  0.0381  0.0044
11.250  0.0152  0.0018
11.350  0.0287  0.0036
11.450  0.0564  0.0072
11.550  0.0659  0.0085
11.650  0.0283  0.0039
11.750  0.0243  0.0038
11.850  0.0749  0.0118
11.950  0.9325  0.0000
