#observables(1,2,3...down)parameters(1,2,3...across)
 0.249954 -13.8251 -4.44687 13.8034 4.15606
 6.98221 -9.47001 -2.09367 11.9928 -9.15685
 -0.648004 7.54481 -0.270454 2.7471 -9.21146
 -6.99264 1.2773 -1.16401 2.35549 6.27202
 0.466024 -5.4594 8.51473 -2.30229 -1.33557
 2.82985 -0.521257 -0.919789 -1.11746 -0.978811
 2.59205 -0.680648 -1.4745 -0.967333 -0.117581
 0.486987 -0.146138 -0.375441 -0.0637017 -0.0234534
 -0.191997 0.0385856 0.0687034 0.0797778 0.0529294
 0.0545323 -0.0131043 -0.0120929 -0.0241352 -0.018833
 -0.0278139 0.0039014 0.00319204 0.01448 0.013194
 -0.0451951 0.0229719 0.0202677 0.0111005 0.00215378
