           0.05         0.0239         0.0338         0.0067          0.009          0.039        -0.0052         0.0013         0.0142        -0.0017         0.0187         0.0168          0.029         0.0149         0.0105         0.0333         0.0256         0.0083        -0.0054         0.0367         0.0172
           0.15         0.0099         0.0319        -0.0025         0.0169         0.0328         0.0045         0.0117         0.0246         0.0156          0.008         0.0131         0.0163          0.008         0.0335         0.0186         0.0279         0.0419          0.014         0.0134         0.0506
           0.25         0.0112         0.0131         0.0018         0.0201         0.0177        -0.0039         0.0011        -0.0089         0.0066          0.016        -0.0046          0.016         0.0184         0.0263         0.0031         0.0173         0.0105         0.0308         0.0077         0.0322
           0.35         0.0168         0.0241         0.0209         0.0132         0.0165         0.0036         0.0247         0.0089        -0.0026         0.0156        -0.0064         0.0133         -0.014         0.0256         0.0289         0.0065         0.0089        -0.0057         0.0045         0.0188
           0.45         0.0148         0.0036         0.0085         0.0166         0.0229         0.0087         0.0005        -0.0083         0.0121          0.018         0.0289         -0.003        -0.0063         0.0094         0.0067         0.0056         0.0024        -0.0053         0.0271         0.0024
           0.55        -0.0023         0.0028         0.0007        -0.0005        -0.0077         0.0104         0.0065         0.0041         0.0092         0.0017         -0.001         0.0022         0.0055         0.0038         0.0043          0.035         0.0002         0.0051         0.0054        -0.0076
           0.65         0.0104         -0.009         0.0009         0.0103         0.0122        -0.0044          0.019        -0.0165         0.0021        -0.0018         0.0003        -0.0182        -0.0025         0.0163         0.0015         0.0046         0.0032         0.0158        -0.0161         -0.024
           0.75        -0.0054        -0.0052         -0.004        -0.0026        -0.0078        -0.0109         -0.011         0.0177        -0.0082        -0.0112        -0.0062          0.006          0.008         -0.001        -0.0095         0.0096         0.0026         0.0073         0.0043        -0.0056
           0.85        -0.0012        -0.0055         0.0012         0.0075        -0.0001         -0.009         0.0065        -0.0059        -0.0035        -0.0058        -0.0093         0.0127        -0.0007         0.0187         0.0068         0.0036         0.0093         0.0018          0.002        -0.0002
           0.95        -0.0002        -0.0134         0.0052         0.0057        -0.0082         0.0019        -0.0001         0.0003         0.0069        -0.0038        -0.0002          0.002         0.0008         0.0017        -0.0065        -0.0009        -0.0004         0.0001        -0.0092        -0.0042
           1.05         -0.004        -0.0073         0.0099        -0.0072         0.0056         0.0026        -0.0016         0.0014        -0.0055         0.0047         0.0062         0.0021        -0.0054         0.0015         0.0052        -0.0039         0.0046         0.0018        -0.0037         0.0014
           1.15         0.0017        -0.0015        -0.0009        -0.0021         -0.003        -0.0015        -0.0006        -0.0001         0.0007         -0.004         0.0013         0.0025        -0.0056              0        -0.0053        -0.0048        -0.0013         0.0007         0.0004         0.0038
           1.25              0              0         0.0005              0              0         0.0018        -0.0014         0.0011        -0.0005              0        -0.0017         0.0008        -0.0014              0        -0.0009         0.0014        -0.0027        -0.0018         0.0014        -0.0004
           1.35             -0         0.0009         0.0005        -0.0014              0         0.0028        -0.0025              0              0              0         0.0006         0.0009         -0.002        -0.0012              0              0              0              0              0          0.001
           1.45              0              0              0              0              0              0              0        -0.0006        -0.0014              0         0.0011              0              0        -0.0017              0              0              0              0         0.0006              0
           1.55              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
           1.65              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
           1.75              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
