# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00305719 -----------------
#dely    BF
0.050 -0.0094 -0.0018
0.150 -0.0880 -0.0153
0.250  0.0485  0.0095
0.350 -0.0301 -0.0063
0.450  0.0075  0.0015
0.550  0.0314  0.0091
0.650 -0.0265 -0.0080
0.750  0.0231  0.0064
0.850  0.0150  0.0075
0.950 -0.0066 -0.0038
1.050  0.0036  0.0025
1.150  0.0010  0.0007
1.250  0.0000  0.0000
1.350  0.0000  0.0000
1.450  0.0000  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
