# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0141132 -----------------
#dely    BF
0.050 -0.0676 -0.0004
0.150 -0.0924 -0.0006
0.250 -0.0761 -0.0005
0.350 -0.0405 -0.0003
0.450 -0.0592 -0.0004
0.550 -0.0111 -0.0001
0.650  0.0057  0.0000
0.750  0.0143  0.0001
0.850  0.0148  0.0002
0.950  0.0313  0.0004
1.050  0.0190  0.0003
1.150  0.0319  0.0005
1.250  0.0221  0.0004
1.350  0.0172  0.0004
1.450  0.0215  0.0005
1.550  0.0168  0.0005
1.650  0.0082  0.0003
1.750  0.0032  0.0003
