# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0577106 -----------------
#dely    BF
0.050 -0.0776 -0.0006
0.150 -0.0771 -0.0006
0.250 -0.0577 -0.0004
0.350 -0.0542 -0.0004
0.450 -0.0395 -0.0003
0.550 -0.0466 -0.0004
0.650 -0.0186 -0.0002
0.750 -0.0279 -0.0003
0.850 -0.0382 -0.0004
0.950 -0.0263 -0.0003
1.050 -0.0207 -0.0003
1.150 -0.0184 -0.0003
1.250 -0.0259 -0.0005
1.350 -0.0186 -0.0004
1.450 -0.0145 -0.0003
1.550 -0.0076 -0.0002
1.650 -0.0048 -0.0002
1.750 -0.0029 -0.0002
