# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.282858 -----------------
#dely    BF
0.050  0.5162  0.0005
0.150  0.4684  0.0005
0.250  0.4130  0.0004
0.350  0.3552  0.0004
0.450  0.2910  0.0003
0.550  0.2297  0.0003
0.650  0.1812  0.0002
0.750  0.1339  0.0002
0.850  0.0927  0.0002
0.950  0.0657  0.0001
1.050  0.0395  0.0001
1.150  0.0254  0.0001
1.250  0.0126  0.0000
1.350  0.0062  0.0000
1.450  0.0008  0.0000
1.550 -0.0010 -0.0000
1.650 -0.0014 -0.0000
1.750 -0.0005 -0.0000
