# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.273371 -----------------
#dely    BF
0.050  0.5616  0.0041
0.150  0.4431  0.0033
0.250  0.4211  0.0033
0.350  0.3646  0.0031
0.450  0.2868  0.0026
0.550  0.2366  0.0023
0.650  0.1483  0.0016
0.750  0.1030  0.0012
0.850  0.0847  0.0011
0.950  0.0416  0.0006
1.050  0.0306  0.0005
1.150  0.0172  0.0003
1.250  0.0036  0.0001
1.350 -0.0038 -0.0001
1.450 -0.0028 -0.0001
1.550 -0.0009 -0.0000
1.650 -0.0013 -0.0001
1.750 -0.0002 -0.0001
