# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.233682 -----------------
#dely    BF    dB     BFVar
0.050  0.3312  0.0001  0.0028
0.150  0.3064  0.0001  0.0029
0.250  0.2807  0.0001  0.0032
0.350  0.2530  0.0001  0.0022
0.450  0.2243  0.0001  0.0024
0.550  0.1951  0.0001  0.0020
0.650  0.1670  0.0001  0.0022
0.750  0.1408  0.0001  0.0024
0.850  0.1154  0.0001  0.0037
0.950  0.0932  0.0001  0.0013
1.050  0.0715  0.0001  0.0012
1.150  0.0544  0.0001  0.0008
1.250  0.0396  0.0000  0.0019
1.350  0.0279  0.0000  0.0010
1.450  0.0184  0.0000  0.0009
1.550  0.0108  0.0000  0.0010
1.650  0.0056  0.0000  0.0006
1.750  0.0017  0.0000  0.0003
