# SIGMA_QGP=1.054, SIGMA_HAD=0.463971
# NSAMPLE=10000000, Tblast=92.9353, UPERPblast(x,y)=(0.7379,0.7379)
# SOVERUD=0.7997, QUARK_ENTROPY_RATIO=0.1977, BARYON_FUDGE=0.6418
# ------- normalization=0.233779 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3305  0.0003  0.0717  0.0852  0.1736
0.150  0.3057  0.0002  0.0669  0.0776  0.1611
0.250  0.2780  0.0002  0.0609  0.0702  0.1469
0.350  0.2535  0.0002  0.0569  0.0625  0.1341
0.450  0.2250  0.0002  0.0525  0.0539  0.1186
0.550  0.1969  0.0002  0.0460  0.0459  0.1050
0.650  0.1675  0.0002  0.0405  0.0379  0.0890
0.750  0.1416  0.0002  0.0360  0.0308  0.0749
0.850  0.1160  0.0002  0.0303  0.0239  0.0619
0.950  0.0924  0.0001  0.0259  0.0184  0.0482
1.050  0.0723  0.0001  0.0218  0.0136  0.0369
1.150  0.0548  0.0001  0.0178  0.0099  0.0271
1.250  0.0396  0.0001  0.0138  0.0069  0.0189
1.350  0.0280  0.0001  0.0106  0.0046  0.0128
1.450  0.0181  0.0001  0.0077  0.0026  0.0078
1.550  0.0109  0.0000  0.0049  0.0015  0.0045
1.650  0.0054  0.0000  0.0026  0.0007  0.0021
1.750  0.0016  0.0000  0.0008  0.0002  0.0006
