! kt  lambda  Rout  Routlab Rside   Rlong
  50.0 0.2977  7.028  6.617  6.420 12.088  1.031
 100.0 0.3211  8.238  6.696  6.096 10.213  1.098
 150.0 0.3605  9.448  6.436  5.699  8.540  1.129
 200.0 0.4044 10.892  6.233  5.313  7.346  1.173
 250.0 0.4461 12.176  5.935  4.976  6.371  1.193
 300.0 0.4870 13.365  5.638  4.673  5.609  1.206
 350.0 0.5234 14.537  5.384  4.453  5.097  1.209
 400.0 0.5532 15.626  5.148  4.208  4.617  1.223
 450.0 0.5843 16.485  4.884  4.096  4.192  1.192
 500.0 0.6020 17.390  4.676  3.895  3.868  1.200
