# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.309542 -----------------
#dely    BF
0.050  0.5324  0.0007
0.150  0.4957  0.0007
0.250  0.4348  0.0006
0.350  0.3773  0.0005
0.450  0.3148  0.0005
0.550  0.2593  0.0004
0.650  0.2047  0.0004
0.750  0.1564  0.0003
0.850  0.1137  0.0002
0.950  0.0821  0.0002
1.050  0.0533  0.0001
1.150  0.0342  0.0001
1.250  0.0197  0.0001
1.350  0.0109  0.0000
1.450  0.0046  0.0000
1.550  0.0015  0.0000
1.650  0.0000  0.0000
1.750 -0.0000 -0.0000
