# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0540229 -----------------
#dely    BF
0.050 -0.0774 -0.0007
0.150 -0.0740 -0.0007
0.250 -0.0690 -0.0007
0.350 -0.0622 -0.0006
0.450 -0.0545 -0.0006
0.550 -0.0487 -0.0005
0.650 -0.0397 -0.0005
0.750 -0.0330 -0.0004
0.850 -0.0265 -0.0004
0.950 -0.0198 -0.0003
1.050 -0.0149 -0.0003
1.150 -0.0101 -0.0002
1.250 -0.0061 -0.0002
1.350 -0.0029 -0.0001
1.450 -0.0011 -0.0001
1.550 -0.0002 -0.0000
1.650 -0.0000 -0.0000
1.750  0.0000  0.0000
