# ICODE=321, JCODE=-2212
# SIGMA_QGP=1.0525, SIGMA_HAD=0.467626
# NSAMPLE=10000000, Tblast=80.1755, UPERPblast(x,y)=(0.7792,0.7792)
# SOVERUD=0.6998, QUARK_ENTROPY_RATIO=0.227, BARYON_FUDGE=0.7563
# ------- normalization=0.013166 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0312  0.0002 -0.0231  0.0445  0.0099
0.150  0.0289  0.0002 -0.0199  0.0406  0.0082
0.250  0.0239  0.0002 -0.0195  0.0356  0.0078
0.350  0.0201  0.0002 -0.0169  0.0303  0.0067
0.450  0.0152  0.0002 -0.0140  0.0243  0.0049
0.550  0.0094  0.0001 -0.0120  0.0184  0.0030
0.650  0.0046  0.0001 -0.0104  0.0134  0.0016
0.750  0.0021  0.0000 -0.0081  0.0089  0.0012
0.850  0.0009  0.0000 -0.0056  0.0058  0.0007
0.950 -0.0012 -0.0000 -0.0048  0.0033  0.0003
1.050 -0.0014 -0.0000 -0.0033  0.0018  0.0001
1.150 -0.0010 -0.0000 -0.0018  0.0008  0.0000
1.250 -0.0005 -0.0000 -0.0008  0.0003  0.0000
1.350 -0.0003 -0.0000 -0.0004  0.0001  0.0000
1.450 -0.0001 -0.0000 -0.0002  0.0000  0.0000
1.550 -0.0000 -0.0000 -0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
