# ICODE=211, JCODE=-321
# SIGMA_QGP=1.0525, SIGMA_HAD=0.467626
# NSAMPLE=10000000, Tblast=80.1755, UPERPblast(x,y)=(0.7792,0.7792)
# SOVERUD=0.6998, QUARK_ENTROPY_RATIO=0.227, BARYON_FUDGE=0.7563
# ------- normalization=0.0132601 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0188  0.0000  0.0042  0.0028  0.0118
0.150  0.0185  0.0000  0.0042  0.0027  0.0116
0.250  0.0174  0.0000  0.0037  0.0024  0.0112
0.350  0.0160  0.0000  0.0035  0.0020  0.0105
0.450  0.0143  0.0000  0.0031  0.0018  0.0094
0.550  0.0122  0.0000  0.0027  0.0015  0.0080
0.650  0.0103  0.0000  0.0023  0.0011  0.0069
0.750  0.0085  0.0000  0.0021  0.0008  0.0056
0.850  0.0062  0.0000  0.0015  0.0006  0.0040
0.950  0.0043  0.0000  0.0012  0.0004  0.0027
1.050  0.0028  0.0000  0.0010  0.0003  0.0015
1.150  0.0018  0.0000  0.0009  0.0002  0.0007
1.250  0.0009  0.0000  0.0005  0.0001  0.0003
1.350  0.0005  0.0000  0.0003  0.0000  0.0001
1.450  0.0002  0.0000  0.0002  0.0000  0.0000
1.550  0.0001  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
