# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0242479 -----------------
#dely    BF    dB     BFVar
0.050 -0.0493 -0.0003  0.0018
0.150 -0.0463 -0.0003  0.0025
0.250 -0.0416 -0.0003  0.0012
0.350 -0.0328 -0.0002  0.0012
0.450 -0.0274 -0.0002  0.0010
0.550 -0.0184 -0.0002  0.0008
0.650 -0.0139 -0.0001  0.0015
0.750 -0.0080 -0.0001  0.0007
0.850 -0.0037 -0.0000  0.0010
0.950 -0.0021 -0.0000  0.0008
1.050 -0.0005 -0.0000  0.0007
1.150  0.0006  0.0000  0.0004
1.250  0.0004  0.0000  0.0003
1.350  0.0004  0.0000  0.0001
1.450  0.0001  0.0000  0.0000
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
