# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0290805 -----------------
#dely    BF
0.050 -0.0172 -0.0000
0.150 -0.0216 -0.0000
0.250 -0.0208 -0.0000
0.350 -0.0187 -0.0000
0.450 -0.0199 -0.0000
0.550 -0.0191 -0.0000
0.650 -0.0210 -0.0000
0.750 -0.0187 -0.0000
0.850 -0.0185 -0.0000
0.950 -0.0211 -0.0000
1.050 -0.0202 -0.0000
1.150 -0.0193 -0.0000
1.250 -0.0176 -0.0000
1.350 -0.0135 -0.0000
1.450 -0.0110 -0.0000
1.550 -0.0072 -0.0000
1.650 -0.0041 -0.0000
1.750 -0.0012 -0.0000
