# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=-0.00722692 -----------------
#dely    BF
0.050 -0.0190 -0.0012
0.150 -0.0038 -0.0003
0.250 -0.0248 -0.0018
0.350 -0.0051 -0.0004
0.450 -0.0059 -0.0005
0.550 -0.0201 -0.0020
0.650 -0.0074 -0.0008
0.750  0.0002  0.0000
0.850  0.0023  0.0003
0.950  0.0038  0.0008
1.050  0.0075  0.0017
1.150  0.0007  0.0003
1.250 -0.0007 -0.0004
1.350  0.0002  0.0001
1.450  0.0000  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
