'InvCoshPar_uu_width','InvCoshPar_ud_width','InvCoshPar_us_width','InvCoshPar_ss_width'
0.361741,0.471161,0.376233,0.538718
0.409822,0.432494,0.408048,0.51289
0.50334,0.425973,0.358294,0.54374
0.457897,0.396679,0.450396,0.517761
0.483134,0.43024,0.439127,0.534873
0.470725,0.446926,0.40764,0.540592
0.482609,0.417644,0.450914,0.57828
0.535465,0.393096,0.451845,0.524166
0.475843,0.358106,0.407123,0.586187
0.54853,0.393654,0.328263,0.575572
0.579935,0.402204,0.397701,0.591126
0.530621,0.384691,0.403173,0.604336
0.540828,0.55483,0.362111,0.573057
0.540828,0.55483,0.362111,0.573057
0.588507,0.511129,0.346868,0.574028
0.52437,0.527556,0.300545,0.487422
0.526831,0.510439,0.298708,0.447214
0.506966,0.481345,0.347452,0.430574
0.485482,0.484013,0.416044,0.447939
0.48068,0.346234,0.420532,0.416687
0.532174,0.475783,0.384998,0.409526
0.477264,0.459052,0.377683,0.392467
0.522514,0.498423,0.437244,0.37377
0.475538,0.529735,0.413143,0.415819
0.506944,0.479313,0.419807,0.355757
0.533077,0.399071,0.57594,0.353453
0.466498,0.477598,0.485325,0.348486
0.513606,0.47579,0.467545,0.329224
0.50786,0.477058,0.515192,0.344748
0.473752,0.45748,0.462696,0.351239
0.453401,0.521235,0.457271,0.387787
0.423837,0.560139,0.542485,0.364704
0.419568,0.547362,0.462273,0.387524
0.454796,0.461951,0.440987,0.511542
0.454547,0.488173,0.42647,0.519334
0.447512,0.496543,0.448649,0.540411
0.45393,0.471896,0.435866,0.467414
0.458245,0.566064,0.422379,0.492557
0.420985,0.517556,0.352234,0.505333
0.400257,0.560037,0.449927,0.577048
0.385462,0.563697,0.474483,0.49971
0.385462,0.563697,0.474483,0.49971
0.438209,0.567878,0.416465,0.561435
0.371452,0.512004,0.359457,0.487578
0.368889,0.487503,0.340126,0.531255
0.349643,0.554847,0.342955,0.565725
0.444076,0.531816,0.425819,0.565995
0.497289,0.592969,0.472079,0.601249
0.540819,0.583053,0.53116,0.570206
0.537763,0.622301,0.565579,0.570292
0.457123,0.608715,0.565994,0.41489
0.409353,0.526845,0.466207,0.455931
0.411969,0.509625,0.445578,0.48208
0.472419,0.458486,0.492338,0.434396
0.3699,0.39524,0.49133,0.344317
0.369376,0.467278,0.449672,0.314967
0.355117,0.506498,0.398863,0.323954
0.388456,0.589957,0.407613,0.322688
0.388456,0.589957,0.407613,0.322688
0.385556,0.598526,0.469498,0.299032
0.397406,0.584893,0.404492,0.331488
0.363802,0.511213,0.434284,0.280488
0.385934,0.566298,0.417056,0.301913
0.353871,0.575827,0.410332,0.291491
0.356095,0.568112,0.412498,0.309968
0.338425,0.517428,0.331533,0.321233
0.338425,0.517428,0.331533,0.321233
0.367999,0.525273,0.367352,0.335737
0.364393,0.50233,0.370429,0.31427
0.364393,0.50233,0.370429,0.31427
0.384297,0.421314,0.441139,0.339533
0.363804,0.375786,0.415563,0.334598
0.351982,0.428449,0.493682,0.283122
0.36058,0.572991,0.5622,0.345425
0.342692,0.579092,0.563237,0.331321
0.381568,0.644536,0.532979,0.320343
0.401665,0.626249,0.499007,0.334587
0.350709,0.562282,0.522101,0.292537
0.398131,0.649854,0.504401,0.316295
0.402973,0.576284,0.508354,0.305837
0.319844,0.568988,0.55768,0.327063
0.353526,0.551699,0.495817,0.333759
0.347777,0.571568,0.512664,0.293687
0.386126,0.589341,0.489891,0.307672
0.386126,0.589341,0.489891,0.307672
0.373035,0.507475,0.46961,0.305777
0.355224,0.465468,0.419528,0.289437
0.355224,0.465468,0.419528,0.289437
0.357915,0.547594,0.355469,0.314095
0.372011,0.529552,0.35345,0.327621
0.36548,0.476963,0.379102,0.332924
0.354823,0.427111,0.41668,0.302305
0.374609,0.537562,0.401365,0.295044
0.374609,0.537562,0.401365,0.295044
0.337716,0.609811,0.422403,0.280572
0.357112,0.609987,0.416435,0.276338
0.357112,0.609987,0.416435,0.276338
0.392833,0.624203,0.381874,0.288683
0.443685,0.583009,0.478326,0.356318
0.513785,0.541177,0.47423,0.316652
0.52338,0.513881,0.477592,0.33844
0.52338,0.513881,0.477592,0.33844
0.422173,0.622509,0.549644,0.380016
0.36411,0.596832,0.562264,0.359607
0.478722,0.583787,0.519547,0.398684
0.475598,0.587397,0.424967,0.373701
0.468263,0.551842,0.39463,0.306219
0.427507,0.596141,0.384987,0.332143
0.396077,0.593402,0.422655,0.295216
0.350219,0.524666,0.375178,0.301037
0.383739,0.495729,0.38398,0.321545
