           0.05         0.1458         0.0959         0.1281         0.1581         0.1374         0.1559         0.1172         0.1124         0.1441         0.1143         0.1062         0.1268         0.1136         0.1174         0.1174         0.1289         0.1214         0.1556         0.1181         0.1222
           0.15          0.104         0.1265           0.11         0.0975         0.1261         0.1273         0.0719         0.0914         0.0983         0.1181         0.1168         0.1185         0.1046         0.1018         0.1607         0.1146         0.1265         0.1038         0.0526         0.1004
           0.25          0.096         0.1033         0.0934         0.1194         0.1378          0.135         0.0769         0.0808         0.1108         0.1081         0.0835           0.13         0.1172          0.108          0.135         0.0803         0.1155          0.133         0.1093         0.1195
           0.35         0.1041         0.1077         0.0331         0.0953         0.0941         0.0865         0.0881         0.1143         0.0993         0.0884         0.0804         0.0579         0.0705         0.0614         0.1084         0.0964         0.0947         0.1185         0.0854         0.0819
           0.45          0.077         0.0709         0.0614         0.0726         0.0919         0.0927          0.057         0.0647         0.0573         0.0495          0.041         0.0841         0.0811         0.0405         0.0819         0.0758         0.0759         0.0922         0.0701         0.0693
           0.55         0.0306         0.0555         0.0606         0.0764         0.0839         0.0635         0.0573         0.0605         0.0511         0.0759         0.0215         0.0731         0.0762         0.0475         0.0697         0.0666         0.0617         0.0952         0.0601         0.0516
           0.65         0.0594         0.0592         0.0559         0.0607          0.063         0.0634         0.0338         0.0474         0.0465         0.0537         0.0537         0.0424          0.069         0.0589         0.0557         0.0381          0.057         0.0725         0.0345         0.0446
           0.75         0.0153         0.0469         0.0462         0.0583         0.0461         0.0474         0.0218         0.0459         0.0327         0.0539         0.0413         0.0536          0.041         0.0392         0.0577         0.0218         0.0558         0.0348         0.0253         0.0505
           0.85         0.0356         0.0461         0.0505         0.0384         0.0107         0.0351         0.0169         0.0186         0.0299         0.0574          0.031         0.0353         0.0289         0.0556         0.0289          0.028         0.0427         0.0433          0.032         0.0185
           0.95         0.0189         0.0105         0.0109         0.0231         0.0261         0.0138         0.0289         0.0119         0.0156         0.0106         0.0165          0.027         0.0172         0.0252         0.0273         0.0214         0.0313         0.0278         0.0162         0.0196
           1.05         0.0199          0.005         0.0074         0.0176         0.0144         0.0274         0.0151         0.0152          0.023         0.0163         0.0045         0.0112         0.0182        -0.0067         0.0204         0.0014         0.0256         0.0072          0.018         0.0157
           1.15         0.0125         0.0215         0.0093         0.0122         0.0065           0.01         0.0121         0.0062         0.0132         0.0164         0.0004         0.0152         0.0129         0.0173         0.0001         0.0122           0.01         0.0115         0.0079        -0.0022
           1.25         0.0057           0.01         0.0093        -0.0009         0.0089         0.0072         0.0021         0.0082         0.0033         0.0064        -0.0014         0.0156         0.0087        -0.0029          0.002         0.0118          0.008         0.0058         0.0125          0.002
           1.35        -0.0048        -0.0003          0.005         0.0066        -0.0026         0.0023         0.0024         0.0011         0.0071          0.005         0.0054         0.0027         0.0014         0.0042         0.0041         0.0026         0.0028         0.0016         0.0087         0.0016
           1.45        -0.0039         0.0015        -0.0009          0.002         0.0024        -0.0006         0.0027         0.0002         -0.002        -0.0007              0         0.0032         -0.001         0.0023         0.0002         0.0047        -0.0005        -0.0012        -0.0003        -0.0013
           1.55         0.0014         0.0011        -0.0005              0              0              0              0         0.0001        -0.0009              0         0.0011              0        -0.0009         0.0007          0.001         0.0002              0         0.0006              0        -0.0009
           1.65              0         -0.001              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
           1.75              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
