# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.995258 -----------------
#dely    BF
0.050  0.6108  0.0029
0.150  0.5196  0.0025
0.250  0.5938  0.0028
0.350  0.6273  0.0031
0.450  0.6500  0.0032
0.550  0.6283  0.0032
0.650  0.6553  0.0034
0.750  0.5995  0.0032
0.850  0.5665  0.0031
0.950  0.6024  0.0034
1.050  0.5934  0.0035
1.150  0.5590  0.0034
1.250  0.5092  0.0033
1.350  0.4819  0.0032
1.450  0.4694  0.0033
1.550  0.4555  0.0033
1.650  0.3832  0.0029
1.750  0.3434  0.0027
1.850  0.2808  0.0023
1.950  0.2370  0.0020
2.050  0.2162  0.0019
2.150  0.1541  0.0014
2.250  0.1112  0.0011
2.350  0.0922  0.0009
2.450  0.0258  0.0003
2.550  0.0086  0.0001
2.650  0.0111  0.0001
2.750 -0.0431 -0.0005
2.850 -0.0624 -0.0008
2.950 -0.0919 -0.0012
3.050 -0.1148 -0.0015
3.150 -0.1186 -0.0016
3.250 -0.0976 -0.0014
3.350 -0.1116 -0.0017
3.450 -0.1218 -0.0019
3.550 -0.1268 -0.0020
3.650 -0.1273 -0.0021
3.750 -0.1226 -0.0021
3.850 -0.1298 -0.0023
3.950 -0.0972 -0.0018
4.050 -0.1068 -0.0020
4.150 -0.0609 -0.0012
4.250 -0.1072 -0.0022
4.350 -0.0550 -0.0012
4.450 -0.0623 -0.0014
4.550 -0.0561 -0.0013
4.650 -0.0637 -0.0015
4.750 -0.0588 -0.0015
4.850 -0.0129 -0.0003
4.950 -0.0282 -0.0007
5.050 -0.0284 -0.0008
5.150 -0.0182 -0.0005
5.250 -0.0132 -0.0004
5.350  0.0079  0.0002
5.450 -0.0075 -0.0002
5.550 -0.0031 -0.0001
5.650  0.0372  0.0012
5.750 -0.0084 -0.0003
5.850  0.0060  0.0002
5.950 -0.0078 -0.0003
6.050  0.0456  0.0017
6.150  0.0156  0.0006
6.250  0.0216  0.0009
6.350  0.0316  0.0013
6.450  0.0527  0.0021
6.550  0.0514  0.0022
6.650  0.0405  0.0018
6.750  0.0385  0.0018
6.850  0.0274  0.0013
6.950  0.0388  0.0019
7.050  0.0351  0.0018
7.150  0.0064  0.0004
7.250  0.0030  0.0002
7.350 -0.0131 -0.0007
7.450  0.0474  0.0028
7.550  0.0330  0.0020
7.650  0.0522  0.0033
7.750  0.0215  0.0014
7.850  0.0321  0.0021
7.950  0.0212  0.0014
8.050  0.0086  0.0006
8.150  0.0265  0.0019
8.250  0.0149  0.0011
8.350 -0.0010 -0.0001
8.450  0.0257  0.0020
8.550  0.0196  0.0017
8.650  0.0216  0.0019
8.750  0.0195  0.0016
8.850  0.0015  0.0001
8.950  0.0361  0.0034
9.050  0.0127  0.0012
9.150  0.0167  0.0017
9.250  0.0417  0.0041
9.350  0.0015  0.0002
9.450  0.0363  0.0037
9.550  0.0095  0.0010
9.650 -0.0253 -0.0030
9.750 -0.0278 -0.0032
9.850  0.0061  0.0008
9.950  0.0055  0.0007
10.050  0.0242  0.0032
10.150 -0.0003 -0.0000
10.250  0.0241  0.0031
10.350  0.0119  0.0016
10.450  0.0161  0.0027
10.550 -0.0036 -0.0005
10.650  0.0095  0.0015
10.750  0.0106  0.0019
10.850  0.0119  0.0018
10.950  0.0082  0.0014
11.050  0.0058  0.0010
11.150  0.0011  0.0002
11.250  0.0063  0.0012
11.350  0.0214  0.0039
11.450  0.0118  0.0021
11.550  0.0015  0.0003
11.650 -0.0044 -0.0009
11.750  0.0020  0.0005
11.850 -0.0001 -0.0000
11.950 -0.0048 -0.0000
