# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0712155 -----------------
#dely    BF    dB     BFVar
0.050 -0.1561 -0.0001  0.0034
0.150 -0.1445 -0.0001  0.0026
0.250 -0.1264 -0.0001  0.0020
0.350 -0.1050 -0.0001  0.0023
0.450 -0.0839 -0.0001  0.0027
0.550 -0.0625 -0.0000  0.0026
0.650 -0.0441 -0.0000  0.0037
0.750 -0.0286 -0.0000  0.0014
0.850 -0.0154 -0.0000  0.0013
0.950 -0.0043 -0.0000  0.0030
1.050  0.0031  0.0000  0.0016
1.150  0.0087  0.0000  0.0009
1.250  0.0114  0.0000  0.0012
1.350  0.0119  0.0000  0.0016
1.450  0.0117  0.0000  0.0008
1.550  0.0082  0.0000  0.0005
1.650  0.0036  0.0000  0.0003
1.750  0.0003  0.0000  0.0001
