0.15 0.329 0.327 0.3383 0.3326 0.3209 0.3284 0.2943 0.3204 0.3417 0.3287 
0.25 0.2975 0.2999 0.3085 0.3033 0.2945 0.3003 0.2711 0.2935 0.3102 0.3024 
0.35 0.2701 0.2691 0.2762 0.2745 0.2672 0.2718 0.2482 0.2665 0.2771 0.2741 
0.45 0.2397 0.2347 0.2439 0.2438 0.2359 0.2407 0.2278 0.2358 0.244 0.243 
0.55 0.2063 0.2024 0.2109 0.2096 0.208 0.2077 0.1991 0.2051 0.2062 0.2116 
0.65 0.1732 0.173 0.1752 0.177 0.1756 0.1745 0.1744 0.1756 0.1723 0.181 
0.75 0.1431 0.1392 0.1432 0.1444 0.1442 0.1411 0.148 0.143 0.1395 0.1475 
0.85 0.1113 0.1099 0.1143 0.1159 0.1143 0.1134 0.1234 0.1136 0.1059 0.1201 
0.95 0.0863 0.0823 0.0862 0.0895 0.0889 0.0868 0.1002 0.0903 0.0783 0.0919 
1.05 0.0642 0.0612 0.0631 0.0641 0.0671 0.0646 0.0791 0.0667 0.0561 0.0684 
1.15 0.0447 0.0418 0.0439 0.0456 0.0477 0.0452 0.0608 0.0483 0.0384 0.0493 
1.25 0.0293 0.028 0.028 0.0305 0.0324 0.0304 0.0439 0.0332 0.0232 0.0332 
1.35 0.0191 0.0168 0.0175 0.019 0.0203 0.0192 0.0297 0.0216 0.0137 0.0209 
1.45 0.0105 0.0092 0.0091 0.0101 0.0117 0.01 0.0199 0.0123 0.0069 0.0123 
1.55 0.0049 0.0044 0.0042 0.0048 0.0053 0.0047 0.0111 0.0063 0.0026 0.0062 
1.65 0.0014 0.0009 0.0008 0.0012 0.0017 0.0013 0.0031 0.0018 0.0002 0.0014 
1.75 0 0 0.0001 0.0001 0.0001 0.0001 0.0002 0.0001 -0.0001 0.0001 
